flexeme_id,inflection_class,lila_id_lemma,lila_id_ipolemma,hasInflectionType
p3276,160,119191,,v4r
p3277,0,119192,,v1r
p3280,3,119198,,v3r
p3282,37,119200,,v4r
p3283,0,119201,,v1r
p3287,53,119205,,v1r
p3292,162,119210,,v2r
p3293,0,119211,,v1r
p3296,12,119214,,v1d
p3300,0,119218,,v1r
p3302,1,119220,,v1r
p3303,105,119221,,v5r
p3304,0,119222,,v1r
p3306,40,119224,,v1r
p3307,3,119225,,v3r
p3308,72,119226,,v1d
p3309,0,119227,,v1r
p3310,105,119228,,v5r
p3314,3,119232,,v3r
p3320,0,119239,,v1r
p3323,1,119242,,v1r
p3325,39,119244,,v3r
p3327,1,119246,,v1r
p3327_2,462,119246,,v1r
p3327_3,472,119246,,v1r
p3329,1,119249,,v1r
p3330,0,119250,,v1r
p3332,102,119252,,v3r
p3335,169,119255,,v3r
p3336,3,119256,,v3r
p3338,0,119258,,v1r
p3343,0,119263,,v1r
p3345,47,119265,,v6r
p3345_2,308,119265,,v6r
p3347,49,119267,,v3r
p3347_2,50,119267,,v3r
p3354,39,119274,,v3r
p3355,473,119275,,v3r
p3356,0,119276,,v1r
p3357,3,119277,,v3r
p3358,0,119278,,v1r
p3360,16,119280,,v3r
p3361,1,119281,,v1r
p3362,397,119282,,v3r
p3362_2,170,119282,,v3r
p3365,11,119285,,v3r
p3367,3,119288,,v3r
p3368,3,119289,,v3r
p3369,61,119290,,v3r
p3370,4,119291,,v3r
p3372,7,119293,,v6r
p3372_2,8,119293,,v6r
p3372_3,9,119293,,v6r
p3373,0,119294,,v1r
p3375,99,119296,,v6r
p3375_2,,119296,,v6r
p3376,136,119297,,v5d
p3377,105,119298,,v5r
p3378,3,119299,,v3r
p3380,117,119301,,v3d
p3381,3,119302,,v3r
p3382,3,119303,,v3r
p3383,0,119304,,v1r
p3385,85,119306,,v3r
p3386,0,119307,,v1r
p3387,0,119308,,v1r
p3388,171,119309,,v3r
p3390,47,119311,,v6r
p3392,46,119314,,v3r
p3393,3,119315,,v3r
p3394,29,119316,,v1r
p3395,72,119317,,v1d
p3396,124,119318,,v3r
p3398,0,119320,,v2r
p3400,16,119322,,v3r
p3401,1,119323,,v1r
p3402,310,119324,,v2r
p3408,271,119332,,v2r
p3410,0,119334,,v1r
p3411,3,119335,,v3r
p3412,3,119336,,v3r
p3413,0,119337,,v1r
p3415,1,119339,,v1r
p3418,3,119342,,v3r
p3419,10,119343,,v2r
p3419_sc,11,119344,,v3r
p3421,0,119346,,v1r
p3427,46,119355,,v3r
p3428,176,119356,,v3r
p3428_2,177,119356,,v3r
p3429,0,119357,,v1r
p3431,76,119359,,v4r
p3435,1,119364,,v1r
p3436,94,119366,,v3r
p3436_2,94,119366,,v3r
p3438,1,119368,,v1r
p3441,87,119371,,v2r
p3443,0,119373,,v1r
p3444,128,119374,,v4r
p3445,0,119375,,v1r
p3449,1,119379,,v1r
p3452,0,119382,,v1r
p3453,29,119383,,v1r
p3454,150,119384,,v3r
p3456,97,119386,,v3r
p3461,87,119392,,v2r
p3465,1,119396,,v1r
p3496,1,119430,,v1r
p3497,20,119431,,v1r
p3497_2,34,119432,,v3r
p3497_3,157,119432,,v3r
p3497_4,34,119432,,v3r
p3497_5,457,119432,,v3r
p3499,1,119434,,v1r
p3499_2,1,119434,,v1r
p3502,474,119437,,v3r
p3506,0,119441,,v1r
p3513,1,119448,,v1r
p3569,0,119506,,v1r
p3575,0,119512,,v1r
p3590,1,119530,,v1r
p3590_2,,119530,,v1r
p3618,3,119559,,v3r
p3620,3,119561,,v3r
p3623,1,119564,,v1r
p3623_2,322,119564,,v1r
p3623_3,,119564,,v1r
p3634,0,119577,,v1r
p3639,33,119582,,v3r
p3641,3,119584,,v3r
p3652,19,119595,,v3r
p3654,203,119597,,v2r
p3656,16,119599,,v3r
p3657,0,119600,,v1r
p3659,1,119602,,v1r
p3662,1,119605,,v1r
p3665,3,119610,,v3r
p3666,380,119612,,v1r
p3673,1,119620,,v1r
p3678,1,119625,,v1r
p3679,3,119626,,v3r
p3681,0,119628,,v1r
p3683,34,119630,,v3r
p3687,1,119634,,v1r
p3691,1,119638,,v1r
p3692,60,119639,,v3r
p3699,1,119646,,v1r
p3700,61,119647,,v3r
p3700_2,,119647,,v3r
p3704,0,119651,,v1r
p3705,0,119652,,v1r
p3708,0,119655,,v1r
p3708_2,0,119655,,v1r
p3709,7,119656,,v6r
p3709_2,8,119656,,v6r
p3709_3,9,119656,,v6r
p3712,4,119659,,v3r
p3721,475,119668,,v3r
p3729,5,119676,,v3r
p3731,0,119678,,v2r
p3732,156,119679,,v4r
p3732_2,211,119679,,v4r
p3734,4,119681,,v3r
p3738,0,119685,,v1r
p3747,1,119696,,v1r
p3752,1,119701,,v1r
p3756,99,119705,,v6r
p3756_2,,119705,,v6r
p3763,56,119712,,v5r
p3764,235,119714,,v3r
p3767,255,119717,,v2d
p3771,1,119721,,v1r
p3772,3,119722,,v3r
p3773,1,119723,,v1r
p3774,208,119724,,v3r
p3777,72,119727,,v1d
p3779,244,119729,,v3r
p3780,315,119730,,v5r
p3783,111,119735,,v3r
p3787,0,119740,,v1r
p3790,1,119743,,v1r
p3794,0,119747,,v1r
p3795,97,119748,,v3r
p3796,0,119749,,v1r
p3797,122,119751,,v3r
p3797_2,371,119751,,v3r
p3800,114,119754,,v3d
p3804,136,119759,,v5d
p3810,0,119765,,v2r
p3810_2,26,119765,,v2r
p3815,53,119770,,v1r
p3816,13,119771,,v5r
p3819,0,119774,,v1r
p3822,117,119777,,v3d
p3827,1,119782,,v1r
p3828,1,119783,,v1r
p3834,0,119789,,v1r
p3835,1,119790,,v1r
p3836,10,119791,,v2r
p3836_2,0,119791,,v2r
p3837,105,119792,,v5r
p3840,1,119795,,v1r
p3843,0,119798,,v1r
p3850,1,119805,,v1r
p3852,121,119807,,v3d
p3856,28,119811,,v3r
p3857,0,119812,,v2r
p3858,39,119813,,v3r
p3867,0,119823,,v1r
p3870,0,119826,,v1r
p3873,26,119830,,v2r
p3874,3,119831,,v3r
p3877,0,119834,,v1r
p3878,10,119835,,v2r
p3879,1,119836,,v1r
p3882,0,119839,,v2r
p3888,85,119845,,v3r
p3890,49,119847,,v3r
p3890_2,50,119847,,v3r
p3891,0,119848,,v2r
p3895,88,119852,,v2r
p3895_2,64,119852,,v2r
p3898,0,119856,,v1r
p3901,238,119859,,v2r
p3905,1,119863,,v1r
p3913,3,119873,,v3r
p3914,341,119874,,v1r
p3915,3,119875,,v3r
p3918,1,119878,,v1r
p3924,0,119884,,v1r
p3926,0,119888,,v1r
p3931,1,119893,,v1r
p3931_2,1,119893,,v1r
p3931_3,127,119893,,v1r
p3937,12,119900,,v1d
p3937_2,12,119900,,v1d
p3943,1,119906,,v1r
p3945,1,119908,,v1r
p3949,1,119912,,v1r
p3951,34,119914,,v3r
p3951_2,349,119914,,v3r
p3951_3,90,119914,,v3r
p3953,75,119916,,v5d
p3959,145,119924,,v3r
p3962,87,119927,,v2r
p3969,1,119934,,v1r
p3973,0,119938,,v1r
p3983,0,119948,,v1r
p3984,1,119949,,v1r
p3985,0,119950,,v1r
p3989,1,119954,,v1r
p3991,1,119956,,v1r
p3993,0,119958,,v1r
p4000,1,119965,,v1r
p4006,3,119971,,v3r
p4008,138,119973,,v3r
p4015,0,119980,,v1r
p4023,1,119988,,v1r
p4039,1,120005,,v1r
p4042,1,120008,,v1r
p4043,3,120009,,v3r
p4044,0,120010,,v1r
p4050,1,120017,,v1r
p4052,4,120020,,v3r
p4056,30,120024,,v5r
p4057,29,120025,,v1r
p4061,1,120029,,v1r
p4066,32,120035,,v3r
p4067,39,120036,,v3r
p4078,35,120048,,v3r
p4080,158,120051,,v3r
p4083,37,120054,,v4r
p4084,325,120055,,v1r
p4084_2,110,120055,,v1r
p4084_3,0,120055,,v1r
p4085,0,120056,,v1r
p4095,1,120066,,v1r
p4096,476,120067,,v4r
p4098,121,120069,,v3d
p4099,264,120070,,v3r
p4100,124,120071,,v3r
p4103,3,120074,,v3r
p4106,0,120077,,v2r
p4106_2,0,120077,,v2r
p4107,423,120078,,v4r
p4107_2,360,120078,,v4r
p4107_3,477,120078,,v4r
p4107_4,37,120078,,v4r
p4108,216,120079,,v3r
p4121,1,120092,,v1r
p4123,72,120094,,v1d
p4126,1,120097,,v1r
p4129,119,120100,,v5r
p4132,29,120103,,v1r
p4135,167,120106,,v3r
p4139,39,120111,,v3r
p4142,472,120114,,v1r
p4146,0,120118,,v1r
p4149,3,120121,,v3r
p4150,478,120122,,v6r
p4152,0,120124,,v1r
p4152_2,0,120124,,v1r
p4160,16,120132,,v3r
p4162,1,120134,,v1r
p4164,34,120136,,v3r
p4164_2,170,120136,,v3r
p4166,0,120138,,v1r
p4167,1,120139,,v1r
p4168,171,120140,,v3r
p4169,26,120141,,v2r
p4171,37,120143,,v4r
p4175,1,120148,,v1r
p4183,3,120156,,v3r
p4186,0,120159,,v1r
p4190,0,120163,,v2r
p4196,46,120169,,v3r
p4200,28,120173,,v3r
p4201,0,120174,,v1r
p4203,1,120176,,v1r
p4208,46,120181,,v3r
p4209,3,120182,,v3r
p4210,76,120183,,v4r
p4214,87,120187,,v2r
p4221,3,120195,,v3r
p4223,464,120197,,v3r
p4232,1,120206,,v1r
p4233,1,120207,,v1r
p4234,39,120208,,v3r
p4235,3,120209,,v3r
p4238,1,120212,,v1r
p4238_2,1,120212,,v1r
p4238_3,127,120212,,v1r
p4244,0,120218,,v1r
p4244_2,0,120218,,v1r
p4259,37,120234,,v4r
p4267,19,120242,,v3r
p4270,0,120245,,v1r
p4325,0,120301,,v1r
p4330,1,120306,,v1r
p4365,0,120344,,v1r
p4369,11,120348,,v3r
p4369_2,62,120348,,v3r
p4376,1,120357,,v1r
p4376_2,1,120357,,v1r
p4379,23,120360,,v5r
p4380,26,120361,,v2r
p4391,3,120372,,v3r
p4393,12,120374,,v1d
p4397,3,120378,,v3r
p4405,0,120386,,v1r
p4406,416,120387,,v6r
p4418,1,120402,,v1r
p4418_2,277,120401,,v1d
p4418_3,72,120401,,v1d
p4432,1,120417,,v1r
p4437,3,120423,,v3r
p4437_2,3,120423,,v3r
p4458,0,120445,,v1r
p4461,1,120448,,v1r
p4461_sc,59,120449,,v3r
p4477,0,120465,,v1r
p4479,0,120468,,v1r
p4486,1,120475,,v1r
p4494,29,120483,,v1r
p4500,1,120489,,v1r
p4502,3,120491,,v3r
p4514,1,120504,,v1r
p4528,16,120518,,v3r
p4528_2,,120518,,v3r
p4528_3,,120518,,v3r
p4531,17,120522,,v4r
p4531_2,18,120522,,v4r
p4531_3,17,120522,,v4r
p4531_4,18,120522,,v4r
p4534,1,120525,,v1r
p4543,105,120536,,v5r
p4552,0,120545,,v1r
p4553,1,120546,,v1r
p4553_2,1,120546,,v1r
p4553_3,2,120546,,v1r
p4556,1,120549,,v1r
p4563,0,120556,,v1r
p4566,3,120559,,v3r
p4566_2,3,120559,,v3r
p4572,1,120566,,v1r
p4590,3,120585,,v3r
p4591,1,120586,,v1r
p4604,105,120600,,v5r
p4605,10,120601,,v2r
p4613,1,120610,,v1r
p4618,23,120615,,v5r
p4619,31,120616,,v6r
p4621,10,120618,,v2r
p4621_sc,11,120619,,v3r
p4666,0,120667,,v1r
p4673,0,120674,,v1r
p4673_2,0,120674,,v1r
p4688,1,120689,,v1r
p4694,0,120695,,v1r
p4697,1,120698,,v1r
p4698,1,120699,,v1r
p5000,3,120701,,v3r
p6376,3,120725,,v3r
p6421,1,120727,,v1r
p6434,0,120729,,v1r
p6435,3,120730,,v3r
p6691,37,120733,,v4r
p7113,122,120741,,v3r
p7113_2,479,120741,,v3r
p7113_3,36,120741,,v3r
p7113_4,275,120741,,v3r
p7113_5,274,120741,,v3r
p7113_6,36,120741,,v3r
p7113_7,154,120741,,v3r
p7113_8,39,120741,,v3r
p7113_9,275,120741,,v3r
p7128,37,120742,,v4r
p8357,29,120761,,v1r
p8413,0,120762,,v1r
p9933,3,120925,,v3r
p9941,23,120927,,v5r
p9942,416,120928,,v6r
p9947,11,120934,,v3r
p9947_2,62,120934,,v3r
p9948,11,120935,,v3r
p9948_2,62,120935,,v3r
q0067,37,121018,,v4r
q0078,1,121028,,v1r
q0087,1,121037,,v1r
q0087_2,1,121037,,v1r
q0087_3,98,121037,,v1r
q0090,1,121041,,v1r
q0090_2,0,121041,,v1r
q0095,1,121046,,v1r
q0096,65,121047,,v3r
q0096_2,3,121047,,v3r
q0096_3,3,121047,,v3r
q0096_4,64,121047,,v3r
q0099,382,121050,,v3r
q0099_2,3,121050,,v3r
q0099_3,3,121050,,v3r
q0155,1,121119,,v1r
q0155_2,1,121119,,v1r
q0155_3,1,121119,,v1r
q0156,23,121120,,v5r
q0164,281,121128,,v5r
q0178,7,121142,,v6r
q0178_2,8,121142,,v6r
q0178_3,9,121142,,v6r
q0183,1,121148,,v1r
q0183_2,1,121148,,v1r
q0189,12,121155,,v1d
q0191,259,121157,,v3d
q0206,344,121174,,v3r
q0206_2,480,121174,,v3r
q0206_3,48,121174,,v3r
q0209,29,121178,,v1r
q0219,53,121190,,v1r
q0281,1,121257,,v1r
q0281_2,1,121257,,v1r
q0282,0,121258,,v1r
q0293,1,121271,,v1r
q0294,0,121272,,v1r
q0294_2,0,121272,,v1r
q9103,53,121311,,v1r
r0085,29,121448,,v1r
r0230,29,121597,,v1r
r0230_2,139,121597,,v1r
r0247,163,121614,,v3r
r0247_2,19,121614,,v3r
r0279,481,121646,,v3r
r0284,300,121652,,v3r
r0352,59,121723,,v3r
r0374,482,121745,,v3r
r0388,96,121760,,v3r
r0446,1,121818,,v1r
r0960,1,122336,,v1r
r0961,3,122338,,v3r
r0961_2,105,122339,,v5r
r0961_3,0,122337,,v1r
r0962,0,122340,,v1r
r0962_2,0,122340,,v1r
r0963,0,122342,,v1r
r0964,3,122343,,v3r
r0965,1,122345,,v1r
r0966,312,122346,,v3r
r0966_2,28,122346,,v3r
r0967,0,122347,,v2r
r0967_sc,3,122348,,v3r
r0969,0,122349,,v1r
r0970,483,122350,,v5r
r0971,164,122351,,v1r
r0972,0,122352,,v1r
r0973,1,122353,,v1r
r0974,23,122354,,v5r
r0975,31,122355,,v6r
r0976,3,122356,,v3r
r0977,1,122357,,v1r
r0978,72,122358,,v1d
r0979,387,122359,,v4r
r0980,221,122360,,v3r
r0980_2,221,122360,,v3r
r0981,0,122361,,v1r
r0981_2,0,122361,,v1r
r0982,3,122362,,v3r
r0983,0,122363,,v1r
r0984,1,122364,,v1r
r0985,3,122365,,v3r
r0986,0,122366,,v1r
r0987,17,122367,,v4r
r0987_2,18,122367,,v4r
r0988,29,122368,,v1r
r0989,164,122369,,v1r
r0990,23,122370,,v5r
r0990_2,23,122370,,v5r
r0990_3,181,122370,,v5r
r0991,10,122371,,v2r
r0991_sc,11,122372,,v3r
r0992,0,122373,,v1r
r0993,3,122374,,v3r
r0994,3,122375,,v3r
r0994_2,3,122375,,v3r
r0995,1,122377,,v1r
r0996,196,122378,,v2r
r0997,33,122379,,v3r
r0999,343,122380,,v3r
r0999_2,,122380,,v3r
r1000,12,122381,,v1d
r1001,198,122382,,v2r
r1002,1,122383,,v1r
r1003,0,122384,,v1r
r1004,19,122385,,v3r
r1004_2,383,122385,,v3r
r1005,34,122386,,v3r
r1005_2,,122386,,v3r
r1006,1,122387,,v1r
r1006_2,1,122387,,v1r
r1006_3,98,122387,,v1r
r1007,0,122388,,v2r
r1008,16,122389,,v3r
r1009,56,122390,,v5r
r1010,1,122391,,v1r
r1011,1,122392,,v1r
r1012,0,122393,,v1r
r1013,1,122394,,v1r
r1014,3,122395,,v3r
r1015,1,122396,,v1r
r1016,234,122397,,v3r
r1016_2,28,122397,,v3r
r1016_3,,122397,,v3r
r1017,0,122398,,v1r
r1018,1,122399,,v1r
r1019,57,122400,,v3r
r1020,337,122401,,v3r
r1021,232,122402,,v3r
r1021_2,232,122402,,v3r
r1022,1,122403,,v1r
r1023,0,122404,,v1r
r1024,0,122405,,v1r
r1025,58,122406,,v3r
r1026,72,122407,,v1d
r1026_2,72,122407,,v1d
r1027,131,122408,,v3d
r1028,0,122409,,v2r
r1029,484,122410,,v1r
r1030,3,122411,,v3r
r1031,138,122412,,v3r
r1031_2,138,122412,,v3r
r1032,1,122413,,v1r
r1033,0,122414,,v1r
r1034,3,122415,,v3r
r1035,5,122416,,v3r
r1035_2,122,122416,,v3r
r1036,4,122417,,v3r
r1037,0,122418,,v1r
r1038,97,122419,,v3r
r1040,0,122420,,v1r
r1041,3,122421,,v3r
r1042,3,122422,,v3r
r1043,248,122423,,v3r
r1044,0,122425,,v1r
r1045,0,122426,,v1r
r1045_2,37,122427,,v4r
r1046,11,122428,,v3r
r1047,1,122430,,v1r
r1048,0,122431,,v1r
r1049,155,122432,,v3r
r1050,0,122433,,v1r
r1051,0,122434,,v1r
r1052,1,122435,,v1r
r1053,0,122436,,v1r
r1054,59,122437,,v3r
r1055,3,122438,,v3r
r1056,11,122439,,v3r
r1057,29,122440,,v1r
r1058,280,122441,,v3r
r1059,1,122442,,v1r
r1060,61,122443,,v3r
r1060_2,,122443,,v3r
r1061,0,122444,,v1r
r1062,1,122445,,v1r
r1063,1,122446,,v1r
r1064,281,122447,,v5r
r1067,1,122450,,v1r
r1068,0,122451,,v1r
r1069,0,122452,,v1r
r1070,0,122453,,v1r
r1071,0,122454,,v1r
r1071_2,0,122454,,v1r
r1071_3,0,122454,,v1r
r1072,1,122455,,v1r
r1073,3,122456,,v3r
r1074,39,122457,,v3r
r1074_2,485,122457,,v3r
r1075,5,122458,,v3r
r1075_2,,122458,,v3r
r1076,1,122459,,v1r
r1077,1,122460,,v1r
r1078,0,122461,,v1r
r1079,0,122462,,v1r
r1080,7,122463,,v6r
r1080_2,8,122463,,v6r
r1080_3,9,122463,,v6r
r1081,0,122464,,v1r
r1082,26,122465,,v2r
r1082_2,0,122465,,v2r
r1083,37,122466,,v4r
r1084,3,122467,,v3r
r1085,15,122468,,v3r
r1086,17,122469,,v4r
r1086_2,18,122469,,v4r
r1087,73,122470,,v3r
r1087_2,399,122470,,v3r
r1088,1,122471,,v1r
r1088_2,1,122471,,v1r
r1089,37,122472,,v4r
r1090,131,122473,,v3d
r1091,3,122474,,v3r
r1092,439,122475,,v2r
r1092_2,10,122475,,v2r
r1093,1,122476,,v1r
r1094,283,122477,,v4r
r1095,0,122478,,v1r
r1096,348,122479,,v4d
r1097,37,122480,,v4r
r1098,4,122481,,v3r
r1098_2,4,122481,,v3r
r1099,0,122482,,v1r
r1100,1,122483,,v1r
r1101,1,122484,,v1r
r1102,3,122485,,v3r
r1103,0,122486,,v1r
r1104,37,122487,,v4r
r1105,0,122488,,v1r
r1106,0,122489,,v1r
r1107,19,122490,,v3r
r1107_2,,122490,,v3r
r1109,252,122492,,v4r
r1109_2,251,122492,,v4r
r1109_3,252,122492,,v4r
r1110,37,122493,,v4r
r1111,99,122494,,v6r
r1111_2,,122494,,v6r
r1111_3,,122494,,v6r
r1111_4,90,122494,,v6r
r1112,486,122495,,v6e
r1113,0,122496,,v2r
r1113_sc,3,122497,,v3r
r1115,0,122499,,v1r
r1116,1,122500,,v1r
r1117,398,122501,,v5r
r1117_2,56,122501,,v5r
r1118,101,122502,,v3r
r1119,0,122503,,v1r
r1120,3,122504,,v3r
r1121,1,122505,,v1r
r1122,0,122506,,v1r
r1123,0,122507,,v1r
r1124,103,122508,,v3r
r1125,1,122509,,v1r
r1126,10,122510,,v2r
r1126_sc,11,122511,,v3r
r1127,0,122512,,v1r
r1128,208,122513,,v3r
r1129,1,122514,,v1r
r1129_2,1,122514,,v1r
r1130,209,122515,,v5r
r1131,1,122516,,v1r
r1132,1,122517,,v1r
r1133,88,122518,,v2r
r1134,1,122520,,v1r
r1135,1,122521,,v1r
r1135_2,1,122521,,v1r
r1136,109,122522,,v1r
r1137,1,122523,,v1r
r1138,182,122524,,v3r
r1138_2,11,122524,,v3r
r1139,244,122525,,v3r
r1140,3,122526,,v3r
r1141,315,122527,,v5r
r1143,0,122529,,v1r
r1144,115,122530,,v2r
r1145,111,122531,,v3r
r1146,1,122532,,v1r
r1147,1,122533,,v1r
r1148,3,122534,,v3r
r1149,1,122535,,v1r
r1150,1,122536,,v1r
r1151,97,122537,,v3r
r1152,3,122538,,v3r
r1153,3,122539,,v3r
r1153_2,3,122539,,v3r
r1154,1,122540,,v1r
r1155,1,122541,,v1r
r1156,16,122542,,v3r
r1156_2,52,122542,,v3r
r1157,1,122544,,v1r
r1158,136,122545,,v5d
r1159,0,122547,,v1r
r1160,1,122548,,v1r
r1161,29,122549,,v1r
r1162,13,122550,,v5r
r1163,0,122551,,v1r
r1164,0,122552,,v1r
r1165,1,122553,,v1r
r1166,117,122554,,v3d
r1167,218,122555,,v3r
r1168,233,122556,,v3r
r1169,29,122557,,v1r
r1170,1,122558,,v1r
r1171,1,122559,,v1r
r1172,118,122560,,v3r
r1173,3,122561,,v3r
r1175,1,122563,,v1r
r1176,28,122564,,v3r
r1177,12,122565,,v2d
r1178,1,122566,,v1r
r1179,3,122567,,v3r
r1180,120,122568,,v3r
r1181,289,122569,,v3r
r1181_2,289,122569,,v3r
r1183,0,122572,,v1r
r1184,1,122573,,v1r
r1185,41,122574,,v2r
r1185_sc,187,122575,,v3r
r1186,1,122577,,v1r
r1187,218,122578,,v3r
r1188,0,122579,,v1r
r1189,3,122580,,v3r
r1192,11,122583,,v3r
r1193,3,122584,,v3r
r1194,1,122585,,v1r
r1195,1,122586,,v1r
r1196,3,122587,,v3r
r1197,338,122588,,v2r
r1198,0,122589,,v1r
r1199,0,122590,,v1r
r1200,1,122592,,v1r
r1201,72,122593,,v1d
r1202,0,122594,,v1r
r1203,1,122595,,v1r
r1204,3,122596,,v3r
r1205,82,122597,,v4d
r1206,1,122598,,v1r
r1207,1,122599,,v1r
r1208,3,122601,,v3r
r1210,85,122602,,v3r
r1211,86,122603,,v4d
r1212,17,122604,,v4r
r1212_2,18,122604,,v4r
r1213,0,122605,,v2r
r1214,3,122606,,v3r
r1215,87,122607,,v2r
r1216,72,122608,,v1d
r1217,88,122609,,v2r
r1217_2,88,122609,,v2r
r1217_3,64,122609,,v2r
r1218,37,122610,,v4r
r1219,238,122611,,v2r
r1230,0,122612,,v1r
r1231,0,122613,,v1r
r1232,1,122615,,v1r
r1233,0,122616,,v1r
r1235,0,122618,,v1r
r1236,114,122619,,v3d
r1237,164,122620,,v1r
r1238,0,122621,,v1r
r1239,3,122622,,v3r
r1240,0,122623,,v2r
r1241,10,122624,,v2r
r1241_sc,11,122625,,v3r
r1242,0,122626,,v2r
r1243,51,122627,,v3d
r1244,29,122628,,v1r
r1245,1,122629,,v1r
r1246,1,122630,,v1r
r1247,3,122631,,v3r
r1248,0,122632,,v1r
r1249,1,122633,,v1r
r1250,3,122634,,v3r
r1251,1,122635,,v1r
r1252,1,122636,,v1r
r1253,1,122637,,v1r
r1254,19,122638,,v3r
r1254_2,19,122638,,v3r
r1255,29,122639,,v1r
r1256,37,122640,,v4r
r1257,487,122642,,v2r
r1258,0,122643,,v1r
r1258_2,0,122643,,v1r
r1259,3,122644,,v3r
r1260,3,122645,,v3r
r1261,488,122646,,v3r
r1261_2,19,122646,,v3r
r1261_3,,122646,,v3r
r1262,1,122647,,v1r
r1263,3,122648,,v3r
r1264,1,122649,,v1r
r1265,11,122650,,v3r
r1266,29,122651,,v1r
r1267,0,122652,,v1r
r1268,103,122653,,v3r
r1269,29,122654,,v1r
r1270,145,122655,,v3r
r1270_2,,122655,,v3r
r1271,34,122656,,v3r
r1272,1,122657,,v1r
r1273,281,122658,,v5r
r1274,243,122659,,v4r
r1274_2,211,122659,,v4r
r1274_3,191,122659,,v4r
r1275,146,122660,,v3r
r1275_2,147,122660,,v3r
r1276,0,122661,,v1r
r1276_2,0,122661,,v1r
r1277,1,122662,,v1r
r1278,3,122663,,v3r
r1279,1,122664,,v1r
r1280,3,122665,,v3r
r1281,74,122666,,v2r
r1281_2,74,122666,,v2r
r1281_3,64,122666,,v2r
r1281_4,64,122666,,v2r
r1282,1,122667,,v1r
r1282_2,256,122667,,v1r
r1283,0,122668,,v1r
r1284,0,122669,,v1r
r1285,3,122670,,v3r
r1286,4,122671,,v3r
r1287,37,122672,,v4r
r1288,0,122673,,v1r
r1289,138,122674,,v3r
r1289_2,80,122674,,v3r
r1289_3,245,122674,,v3r
r1289_4,80,122674,,v3r
r1290,3,122675,,v3r
r1291,1,122676,,v1r
r1292,3,122677,,v3r
r1293,1,122678,,v1r
r1294,29,122679,,v1r
r1295,34,122680,,v3r
r1295_2,34,122680,,v3r
r1296,0,122681,,v1r
r1296_2,0,122681,,v1r
r1297,149,122682,,v3r
r1298,1,122683,,v1r
r1299,85,122684,,v3r
r1299_2,,122684,,v3r
r1300,0,122685,,v1r
r1301,1,122686,,v1r
r1302,3,122687,,v3r
r1303,1,122688,,v1r
r1304,3,122689,,v3r
r1304_2,3,122689,,v3r
r1305,1,122690,,v1r
r1306,3,122691,,v3r
r1307,1,122692,,v1r
r1308,1,122693,,v1r
r1309,212,122694,,v3r
r1309_2,,122694,,v3r
r1310,1,122695,,v1r
r1311,3,122696,,v3r
r1312,1,122697,,v1r
r1313,59,122698,,v3r
r1313_2,,122698,,v3r
r1313_3,64,122698,,v3r
r1314,0,122699,,v1r
r1315,3,122700,,v3r
r1315_2,65,122700,,v3r
r1315_3,64,122700,,v3r
r1316,37,122701,,v4r
r1317,1,122702,,v1r
r1318,164,122703,,v1r
r1319,11,122704,,v3r
r1320,1,122705,,v1r
r1321,211,122706,,v4r
r1321_2,387,122706,,v4r
r1321_3,252,122706,,v4r
r1323,35,122708,,v3r
r1324,17,122709,,v4r
r1324_2,18,122709,,v4r
r1325,158,122710,,v3r
r1326,3,122711,,v3r
r1327,324,122712,,v1r
r1327_2,325,122712,,v1r
r1327_3,110,122712,,v1r
r1327_4,0,122712,,v1r
r1328,1,122713,,v1r
r1328_2,1,122713,,v1r
r1329,0,122714,,v1r
r1330,0,122715,,v1r
r1331,121,122716,,v3d
r1332,461,122717,,v3r
r1333,1,122718,,v1r
r1334,1,122719,,v1r
r1335,0,122720,,v1r
r1336,29,122721,,v1r
r1337,162,122722,,v2r
r1338,1,122723,,v1r
r1339,211,122724,,v4r
r1339_2,302,122724,,v4r
r1340,105,122725,,v5r
r1341,63,122726,,v3r
r1341_2,62,122726,,v3r
r1341_3,,122726,,v3r
r1342,216,122727,,v3r
r1343,39,122728,,v3r
r1344,52,122730,,v3r
r1344_2,29,122729,,v1r
r1344_3,40,122729,,v1r
r1345,37,122731,,v4r
r1346,0,122732,,v2r
r1347,0,122733,,v2r
r1348,141,122734,,v3r
r1348_2,141,122734,,v3r
r1348_3,159,122734,,v3r
r1349,1,122735,,v1r
r1350,119,122736,,v5r
r1351,1,122737,,v1r
r1352,10,122738,,v2r
r1352_sc,11,122739,,v3r
r1353,87,122740,,v2r
r1354,29,122741,,v1r
r1355,0,122742,,v1r
r1356,19,122743,,v3r
r1357,0,122744,,v1r
r1358,1,122745,,v1r
r1359,3,122746,,v3r
r1360,37,122747,,v4r
r1361,1,122748,,v1r
r1362,288,122749,,v3r
r1363,72,122750,,v1d
r1364,0,122751,,v1r
r1365,39,122752,,v3r
r1366,102,122753,,v3r
r1366_2,419,122753,,v3r
r1367,169,122754,,v3r
r1368,0,122755,,v1r
r1369,0,122756,,v1r
r1370,0,122757,,v1r
r1371,49,122758,,v3r
r1372,39,122759,,v3r
r1373,1,122760,,v1r
r1374,166,122761,,v3r
r1375,1,122762,,v1r
r1376,0,122763,,v1r
r1377,3,122764,,v3r
r1378,1,122765,,v1r
r1379,0,122766,,v1r
r1380,16,122767,,v3r
