flexeme_id,inflection_class,lila_id_lemma,lila_id_ipolemma,hasInflectionType
c4039,3,96607,,v3r
c4044,72,96612,,v1d
c4078,1,96654,,v1r
c4082,3,96658,,v3r
c4086,1,96662,,v1r
c4093,28,96669,,v3r
c4093_2,28,96669,,v3r
c4097,3,96673,,v3r
c4100,0,96676,,v1r
c4101,4,96677,,v3r
c4101_2,4,96677,,v3r
c4104,0,96680,,v1r
c4107,0,96683,,v1r
c4109,0,96685,,v2r
c4109_2,0,96685,,v2r
c4111,155,96687,,v3r
c4111_2,155,96687,,v3r
c4112,30,96688,,v5r
c4112_2,30,96688,,v5r
c4112_3,276,96688,,v5r
c4112_4,276,96688,,v5r
c4116,1,96692,,v1r
c4116_2,1,96692,,v1r
c4117,12,96693,,v1d
c4117_2,12,96693,,v1d
c4120,1,96696,,v1r
c4120_2,1,96696,,v1r
c4122,28,96698,,v3r
c4122_2,28,96698,,v3r
c4124,1,96700,,v1r
c4124_2,1,96700,,v1r
c4125,1,96701,,v1r
c4125_2,1,96701,,v1r
c4125_3,1,96701,,v1r
c4125_4,1,96701,,v1r
c4128,1,96704,,v1r
c4128_2,1,96704,,v1r
c4130,32,96706,,v3r
c4130_2,32,96706,,v3r
c4130_3,183,96706,,v3r
c4131,21,96707,,v3r
c4131_2,21,96707,,v3r
c4141,72,96717,,v1d
c4141_2,72,96717,,v1d
c4162,29,96738,,v1r
c4162_2,29,96738,,v1r
c4162_3,29,96738,,v1r
c4190,0,96769,,v1r
c4220,131,96802,,v3d
c4226,0,96809,,v1r
c4238,72,96822,,v1d
c4238_2,,96822,,v1d
c4247,3,96832,,v3r
c4249,0,96834,,v1r
c4254,1,96839,,v1r
c4268,17,96858,,v4r
c4268_2,18,96858,,v4r
c4279,11,96869,,v3r
c4279_2,11,96869,,v3r
c4287,0,96878,,v1r
c4290,5,96881,,v3r
c4290_2,3,96881,,v3r
c4297,0,96888,,v1r
c4301,1,96892,,v1r
c4304,1,96895,,v1r
c4307,1,96898,,v1r
c4322,1,96916,,v1r
c4324,148,96918,,v1r
c4331,59,96925,,v3r
c4344,1,96939,,v1r
c4347,1,96943,,v1r
c4354,1,96951,,v1r
c4359,37,96957,,v4r
c4367,1,96965,,v1r
c4367_2,1,96965,,v1r
c4369,0,96967,,v1r
c4370,37,96968,,v4r
c4373,1,96971,,v1r
c4390,37,96990,,v4r
c4390_2,37,96990,,v4r
c4390_3,37,96990,,v4r
c4390_4,37,96990,,v4r
c4396,0,96997,,v1r
c4397,0,96998,,v1r
c4412,1,97016,,v1r
c4414,0,97018,,v1r
c4418,0,97022,,v1r
c4430,101,97037,,v3r
c4433,1,97040,,v1r
c4439,3,97046,,v3r
c4442,11,97049,,v3r
c4445,0,97052,,v1r
c4449,1,97056,,v1r
c4453,0,97060,,v1r
c4465,1,97074,,v1r
c4491,1,97105,,v1r
c4494,148,97109,,v1r
c4496,37,97111,,v4r
c4496_2,37,97111,,v4r
c4504,0,97121,,v1r
c4521,37,97139,,v4r
c4524,34,97142,,v3r
c4524_2,28,97142,,v3r
c4559,0,97179,,v1r
c4561,1,97182,,v1r
c4565,0,97186,,v1r
c4566,1,97187,,v1r
c4568,1,97189,,v1r
c4594,0,97219,,v1r
c4594_2,0,97219,,v1r
c4604,1,97229,,v1r
c4622,1,97249,,v1r
c4622_2,72,97248,,v1d
c4622_3,277,97248,,v1d
c4626,1,97253,,v1r
c4639,37,97269,,v4r
c4656,151,97287,,v5r
c4656_2,152,97287,,v5r
c4657,1,97288,,v1r
c4659,1,97290,,v1r
c4673,3,97304,,v3r
c4699,1,97334,,v1r
c4704,1,97339,,v1r
c4706,1,97341,,v1r
c4706_2,1,97341,,v1r
c4706_3,1,97341,,v1r
c4706_4,1,97341,,v1r
c4706_5,1,97341,,v1r
c4706_6,1,97341,,v1r
c4706_7,188,97341,,v1r
c4706_8,98,97341,,v1r
c4706_9,127,97341,,v1r
c4706_10,2,97341,,v1r
c4712,61,97348,,v3r
c4712_2,,97348,,v3r
c4712_3,,97348,,v3r
c4720,29,97356,,v1r
c4721,29,97357,,v1r
c4726,1,97362,,v1r
c4733,3,97369,,v3r
c4736,1,97372,,v1r
c4743,0,97380,,v1r
c4747,1,97384,,v1r
c4755,17,97393,,v4r
c4755_2,18,97393,,v4r
c4769,29,97408,,v1r
c4798,0,97441,,v1r
c4812,1,97455,,v1r
c4812_2,1,97455,,v1r
c4816,1,97459,,v1r
c4816_2,1,97459,,v1r
c4820,0,97463,,v1r
c4820_2,0,97463,,v1r
c4835,1,97480,,v1r
c4857,31,97506,,v6r
c4858,31,97507,,v6r
c4859,31,97508,,v6r
c4860,31,97509,,v6r
c4864,0,97513,,v1r
c6143,0,97526,,v2r
c6524,163,97533,,v3r
c6524_2,19,97533,,v3r
c6528,1,97537,,v1r
c6529,11,97538,,v3r
c6643,31,97546,,v6r
c6657,1,97551,,v1r
c7058,28,97555,,v3r
c7058_2,28,97555,,v3r
c7146,0,97558,,v1r
c7146_2,0,97558,,v1r
c7146_3,3,97559,,v3r
c7250,0,97566,,v1r
c7604,1,97587,,v1r
c7677,0,97589,,v1r
c7886,17,97596,,v4r
c7886_2,18,97596,,v4r
c7886_3,17,97596,,v4r
c7886_4,18,97596,,v4r
c7887,0,97597,,v1r
c7887_2,0,97597,,v1r
c7890,3,97600,,v3r
c7890_2,3,97600,,v3r
c8040,111,97606,,v3r
c8796,0,97619,,v1r
c9704,19,97646,,v3r
c9704_2,126,97646,,v3r
c9704_3,19,97646,,v3r
d0035,0,97894,,v1r
d0038,1,97897,,v1r
d0038_2,1,97897,,v1r
d0051,0,97910,,v1r
d0066,1,97926,,v1r
d0073,1,97934,,v1r
d0075,183,97936,,v3r
d0076,3,97937,,v3r
d0080,1,97941,,v1r
d0084,1,97945,,v1r
d0085,1,97946,,v1r
d0086,278,97947,,v2r
d0087,1,97948,,v1r
d0088,1,97949,,v1r
d0089,1,97950,,v1r
d0090,1,97951,,v1r
d0090_2,1,97951,,v1r
d0090_3,188,97951,,v1r
d0093,1,97954,,v1r
d0095,1,97957,,v1r
d0096,3,97958,,v3r
d0100,1,97962,,v1r
d0101,26,97963,,v2r
d0102,3,97964,,v3r
d0106,1,97969,,v1r
d0110,1,97973,,v1r
d0111,0,97974,,v1r
d0112,1,97975,,v1r
d0114,0,97977,,v1r
d0115,0,97978,,v1r
d0118,0,97981,,v1r
d0120,0,97983,,v1r
d0124,1,97987,,v1r
d0128,3,97992,,v3r
d0130,1,97994,,v1r
d0132,1,97996,,v1r
d0135,0,97999,,v1r
d0141,3,98006,,v3r
d0142,33,98007,,v3r
d0143,3,98008,,v3r
d0154,1,98022,,v1r
d0171,0,98040,,v1r
d0177,200,98047,,v3r
d0177_2,64,98047,,v3r
d0178,4,98048,,v3r
d0178_2,4,98048,,v3r
d0182,1,98053,,v1r
d0186,279,98057,,v2e
d0188,19,98059,,v3r
d0189,34,98060,,v3r
d0199,1,98071,,v1r
d0199_2,1,98071,,v1r
d0199_3,98,98071,,v1r
d0201,3,98073,,v3r
d0202,56,98074,,v5r
d0204,0,98077,,v1r
d0206,0,98079,,v1r
d0211,1,98085,,v1r
d0212,1,98086,,v1r
d0216,1,98090,,v1r
d0220,1,98094,,v1r
d0224,28,98101,,v3r
d0228,1,98105,,v1r
d0229,29,98106,,v1r
d0232,1,98109,,v1r
d0235,0,98112,,v1r
d0236,3,98113,,v3r
d0238,4,98116,,v3r
d0238_2,248,98116,,v3r
d0238_3,0,98115,,v2r
d0238_4,3,98116,,v3r
d0243,1,98124,,v1r
d0245,1,98126,,v1r
d0247,1,98128,,v1r
d0252,0,98133,,v1r
d0254,59,98135,,v3r
d0259,1,98140,,v1r
d0260,0,98141,,v1r
d0261,0,98142,,v1r
d0264,280,98145,,v3r
d0265,12,98146,,v1d
d0265_2,12,98146,,v1d
d0267,1,98148,,v1r
d0274,1,98156,,v1r
d0279,61,98161,,v3r
d0279_2,,98161,,v3r
d0283,1,98165,,v1r
d0293,1,98177,,v1r
d0293_2,1,98177,,v1r
d0295,281,98179,,v5r
d0296,0,98180,,v1r
d0297,279,98181,,v2e
d0303,1,98187,,v1r
d0311,1,98197,,v1r
d0313,1,98200,,v1r
d0314,70,98201,,v3r
d0318,5,98205,,v3r
d0319,203,98206,,v2r
d0320,10,98207,,v2r
d0322,1,98209,,v1r
d0323,4,98210,,v3r
d0330,1,98219,,v1r
d0330_2,1,98219,,v1r
d0333,1,98222,,v1r
d0333_2,1,98222,,v1r
d0334,1,98223,,v1r
d0334_2,1,98223,,v1r
d0334_3,1,98223,,v1r
d0341,1,98230,,v1r
d0342,1,98231,,v1r
d0347,34,98236,,v3r
d0356,1,98245,,v1r
d0358,1,98247,,v1r
d0362,99,98252,,v6r
d0362_2,,98252,,v6r
d0362_3,,98252,,v6r
d0362_4,,98252,,v6r
d0363,23,98253,,v5r
d0365,11,98255,,v3r
d0365_2,233,98255,,v3r
d0366,131,98256,,v3d
d0366_2,131,98256,,v3d
d0367,56,98257,,v5r
d0368,101,98258,,v3r
d0368_2,254,98258,,v3r
d0368_3,282,98258,,v3r
d0369,53,98259,,v1r
d0370,3,98260,,v3r
d0371,102,98261,,v3r
d0372,17,98262,,v4r
d0372_2,18,98262,,v4r
d0372_3,37,98262,,v4r
d0377,31,98267,,v6r
d0378,255,98268,,v2d
d0380,1,98270,,v1r
d0380_2,1,98270,,v1r
d0380_3,1,98270,,v1r
d0381,0,98271,,v1r
d0382,103,98272,,v3r
d0383,74,98273,,v2r
d0386,1,98276,,v1r
d0387,1,98277,,v1r
d0390,10,98280,,v2r
d0390_2,283,98281,,v4r
d0391,1,98282,,v1r
d0392,208,98283,,v3r
d0396,209,98287,,v5r
d0403,1,98294,,v1r
d0404,3,98295,,v3r
d0408,1,98299,,v1r
d0408_2,1,98299,,v1r
d0409,52,98300,,v3r
d0413,109,98304,,v1r
d0413_2,110,98304,,v1r
d0414,182,98305,,v3r
d0415,244,98306,,v3r
d0416,0,98307,,v1r
d0418,131,98309,,v3d
d0419,0,98310,,v1r
d0420,12,98311,,v1d
d0422,0,98314,,v1r
d0425,180,98318,,v5r
d0426,0,98319,,v1r
d0427,0,98320,,v1r
d0430,111,98323,,v3r
d0431,284,98324,,v3d
d0432,3,98325,,v3r
d0434,0,98327,,v1r
d0436,3,98329,,v3r
d0438,1,98331,,v1r
d0439,53,98332,,v1r
d0440,97,98333,,v3r
d0441,53,98334,,v1r
d0442,158,98336,,v3r
d0442_2,1,98335,,v1r
d0443,0,98337,,v1r
d0444,156,98338,,v4r
d0444_2,156,98338,,v4r
d0445,52,98339,,v3r
d0445_2,19,98339,,v3r
d0447,29,98341,,v1r
d0448,0,98342,,v1e
d0449,72,98343,,v1d
d0450,1,98344,,v1r
d0451,136,98345,,v5d
d0453,0,98347,,v1r
d0454,37,98348,,v4r
d0456,29,98350,,v1r
d0457,0,98351,,v1r
d0460,1,98354,,v1r
d0461,0,98355,,v2r
d0462,285,98356,,v4r
d0462_2,37,98356,,v4r
d0462_3,37,98356,,v4r
d0464,3,98358,,v3r
d0468,1,98362,,v1r
d0470,1,98364,,v1r
d0475,72,98370,,v1d
d0476,12,98371,,v1d
d0478,13,98373,,v5r
d0481,0,98376,,v1r
d0484,1,98380,,v1r
d0484_2,1,98380,,v1r
d0486,0,98382,,v1r
d0491,1,98387,,v1r
d0497,0,98394,,v1r
d0499,0,98396,,v1r
d0500,16,98397,,v3r
d0502,0,98399,,v1r
d0503,117,98400,,v3d
d0503_2,90,98400,,v3d
d0504,0,98401,,v1r
d0505,1,98402,,v1r
d0508,0,98405,,v1r
d0508_2,0,98405,,v1r
d0509,3,98406,,v3r
d0510,12,98407,,v1d
d0511,0,98408,,v1r
d0512,1,98410,,v1r
d0514,1,98412,,v1r
d0518,1,98418,,v1r
d0523,1,98425,,v1r
d0526,17,98428,,v4r
d0526_2,18,98428,,v4r
d0526_3,17,98428,,v4r
d0526_4,18,98428,,v4r
d0526_5,286,98428,,v4r
d0526_6,287,98428,,v4r
d0529,74,98431,,v2r
d0536,0,98438,,v1r
d0536_2,0,98438,,v1r
d0543,1,98446,,v1r
d0544,1,98447,,v1r
d0546,1,98449,,v1r
d0547,39,98450,,v3r
d0547_2,,98450,,v3r
d0553,105,98459,,v5r
d0556,12,98463,,v1d
d0558,53,98465,,v1r
d0563,118,98470,,v3r
d0563_2,232,98470,,v3r
d0564,1,98471,,v1r
d0566,1,98473,,v1r
d0567,1,98474,,v1r
d0569,1,98476,,v1r
d0569_2,1,98476,,v1r
d0569_3,188,98476,,v1r
d0570,16,98477,,v3r
d0570_2,288,98477,,v3r
d0571,120,98478,,v3r
d0573,289,98480,,v3r
d0574,290,98481,,v3r
d0577,0,98484,,v1r
d0577_2,0,98484,,v1r
d0582,0,98489,,v1r
d0582_2,0,98489,,v1r
d0582_3,29,98489,,v1r
d0584,0,98491,,v1r
d0585,11,98492,,v3r
d0585_2,62,98492,,v3r
d0589,131,98496,,v3d
d0596,1,98506,,v1r
d0597,1,98508,,v1r
d0598,28,98509,,v3r
d0600,1,98511,,v1r
d0601,19,98512,,v3r
d0604,0,98515,,v1r
d0605,0,98516,,v1r
d0606,11,98517,,v3r
d0609,1,98520,,v1r
d0611,1,98522,,v1r
d0615,1,98526,,v1r
d0620,37,98531,,v4r
d0621,1,98532,,v1r
d0622,1,98533,,v1r
d0623,26,98535,,v2r
d0624,141,98536,,v3r
d0626,0,98538,,v1r
d0628,291,98540,,v3r
d0630,1,98542,,v1r
d0632,0,98544,,v1r
d0633,39,98545,,v3r
d0636,72,98548,,v1d
d0639,0,98551,,v1r
d0640,85,98552,,v3r
d0641,49,98553,,v3r
d0644,17,98557,,v4r
d0644_2,18,98557,,v4r
d0644_3,17,98557,,v4r
d0644_4,18,98557,,v4r
d0653,1,98568,,v1r
d0655,87,98570,,v2r
d0656,237,98571,,v5d
d0657,72,98572,,v1d
d0658,1,98573,,v1r
d0660,88,98575,,v2r
d0660_2,64,98575,,v2r
d0661,213,98576,,v4r
d0662,238,98577,,v2r
d0662_2,292,98577,,v2r
d0663,53,98578,,v1r
d0665,12,98580,,v1d
d0666,0,98581,,v1r
d0667,1,98582,,v1r
d0671,0,98586,,v1r
d0672,1,98587,,v1r
d0673,37,98588,,v4r
d0677,1,98593,,v1r
d0678,131,98594,,v3d
d0679,0,98595,,v1r
d0680,0,98596,,v1r
d0681,0,98597,,v1r
d0690,1,98606,,v1r
d0694,0,98610,,v1r
d0699,1,98615,,v1r
d0701,0,98617,,v1r
d0704,1,98620,,v1r
d0708,293,98624,,v2r
d0710,53,98626,,v1r
d0711,1,98627,,v1r
d0727,37,98644,,v4r
d0731,158,98648,,v3r
d0731_2,142,98648,,v3r
d0734,1,98651,,v1r
d0736,1,98653,,v1r
d0737,0,98654,,v1e
d0741,1,98658,,v1r
d0741_2,1,98658,,v1r
d0741_3,1,98658,,v1r
d0741_4,127,98658,,v1r
d0743,3,98660,,v3r
d0744,0,98661,,v1r
d0745,1,98662,,v1r
d0746,67,98663,,v4r
d0747,0,98664,,v1r
d0748,0,98665,,v1r
d0751,1,98668,,v1r
d0755,72,98672,,v1d
d0758,29,98675,,v1r
d0759,1,98676,,v1r
d0760,257,98677,,v3r
d0762,240,98679,,v3r
d0765,134,98682,,v3d
d0765_2,134,98682,,v3d
d0767,103,98684,,v3r
d0769,0,98686,,v1r
d0771,1,98689,,v1r
d0772,145,98690,,v3r
d0772_2,199,98690,,v3r
d0773,0,98691,,v1r
d0774,0,98692,,v2r
d0775,34,98693,,v3r
d0778,3,98696,,v3r
d0780,5,98698,,v3r
d0782,7,98700,,v6r
d0782_2,8,98700,,v6r
d0782_3,9,98700,,v6r
d0785,3,98703,,v3r
d0789,1,98708,,v1r
d0790,102,98709,,v3r
d0792,0,98711,,v1r
d0793,16,98712,,v3r
d0796,1,98715,,v1r
d0797,1,98716,,v1r
d0798,294,98717,,v1d
d0799,74,98718,,v2r
d0800,16,98719,,v3r
d0802,0,98721,,v1r
d0807,1,98726,,v1r
d0810,19,98729,,v3r
d0811,1,98730,,v1r
d0811_2,1,98730,,v1r
d0812,17,98731,,v4r
d0812_2,18,98731,,v4r
d0815,0,98734,,v1r
d0816,0,98735,,v1r
d0817,23,98736,,v5r
d0818,138,98737,,v3r
d0818_2,80,98737,,v3r
d0818_3,245,98737,,v3r
d0820,0,98739,,v1r
d0824,1,98744,,v1r
d0828,1,98749,,v1r
d0829,295,98750,,v3r
d0829_2,19,98750,,v3r
d0836,0,98758,,v1r
d0837,0,98759,,v1r
d0840,1,98763,,v1r
d0842,0,98765,,v1r
d0846,1,98769,,v1r
d0855,1,98780,,v1r
d0856,34,98781,,v3r
d0856_2,34,98781,,v3r
d0861,1,98786,,v1r
d0861_2,1,98786,,v1r
d0862,149,98787,,v3r
d0863,12,98788,,v1d
d0864,49,98789,,v3r
d0865,0,98790,,v1r
d0867,0,98792,,v1e
d0869,0,98794,,v1r
d0871,124,98796,,v3r
d0874,11,98799,,v3r
d0875,1,98800,,v1r
d0878,1,98803,,v1r
d0880,0,98805,,v1r
d0882,0,98808,,v1r
d0884,3,98810,,v3r
d0888,1,98814,,v1r
d0890,1,98816,,v1r
d0891,3,98817,,v3r
d0891_2,210,,,
d0891_3,211,98818,,v4r
d0891_4,211,98818,,v4r
d0892,259,98819,,v3d
d0893,296,98820,,v3r
d0893_2,28,98820,,v3r
d0893_3,201,98820,,v3r
d0897,289,98824,,v3r
d0898,50,98825,,v3r
d0900,153,98827,,v2r
d0902,10,98830,,v2r
d0902_sc,11,98831,,v3r
d0902_sc_2,11,98831,,v3r
d0903,30,98832,,v5r
d0912,1,98843,,v1r
d0912_2,1,98843,,v1r
d0913,221,98844,,v3r
d0918,1,98850,,v1r
d0919,1,98851,,v1r
d0920,0,98852,,v1r
d0921,39,98853,,v3r
d0923,0,98855,,v1r
d0924,1,98856,,v1r
d0924_2,1,98856,,v1r
d0925,18,98857,,v4r
d0925_2,297,98857,,v4r
d0926,1,98858,,v1r
d0927,0,98859,,v1e
d0929,0,98861,,v1r
d0930,157,98862,,v3r
d0930_2,34,98862,,v3r
d0930_3,34,98862,,v3r
d0930_4,298,98862,,v3r
d0930_5,,98862,,v3r
d0930_6,,98862,,v3r
d0933,299,98865,,v3r
d0934,59,98866,,v3r
d0934_2,300,98866,,v3r
d0934_3,64,98866,,v3r
d0936,1,98868,,v1r
d0936_2,1,98868,,v1r
d0936_3,1,98868,,v1r
d0937,158,98869,,v3r
d0942,0,98874,,v1r
d0943,0,98875,,v1r
d0945,29,98877,,v1r
d0945_2,110,98877,,v1r
d0945_3,29,98877,,v1r
d0945_4,,98877,,v1r
d0948,11,98880,,v3r
d0950,124,98882,,v3r
d0951,301,98883,,v3r
d0952,3,98884,,v3r
d0957,211,98889,,v4r
d0962,29,98894,,v1r
d0963,162,98895,,v2r
d0968,1,98900,,v1r
d0973,126,98905,,v3r
d0973_2,19,98905,,v3r
d0976,1,98908,,v1r
d0977,156,98909,,v4r
d0977_2,211,98909,,v4r
d0977_3,302,98909,,v4r
d0977_4,80,98909,,v4r
d0978,52,98910,,v3r
d0978_2,270,98910,,v3r
d0978_3,80,98910,,v3r
d0978_4,64,98910,,v3r
d0978_5,303,98910,,v3r
d0980,304,98912,,v5r
d0981,38,98913,,v3r
d0983,0,98915,,v1r
d0988,1,98921,,v1r
d0989,39,98922,,v3r
d0992,0,98925,,v2r
d0996,0,98929,,v1r
d0999,0,98932,,v1r
d1002,305,98935,,v3r
d1003,1,98936,,v1r
d1007,119,98940,,v5r
d1008,3,98941,,v3r
d1011,1,98944,,v1r
d1011_2,1,98944,,v1r
d1012,306,98945,,v2r
d1012_2,87,98945,,v2r
d1012_3,,98945,,v2r
d1015,1,98948,,v1r
d1017,1,98950,,v1r
d1018,39,98951,,v3r
d1020,1,98953,,v1r
d1020_2,1,98953,,v1r
d1020_3,188,98953,,v1r
d1021,167,98954,,v3r
d1022,52,98955,,v3r
d1023,0,98956,,v1r
d1025,1,98958,,v1r
d1025_2,1,98958,,v1r
d1026,0,98959,,v1r
d1030,1,98963,,v1r
d1032,39,98965,,v3r
d1035,72,98968,,v1d
d1036,0,98969,,v1r
d1038,102,98971,,v3r
d1043,169,98976,,v3r
d1044,0,98977,,v2r
d1047,1,98980,,v1r
d1050,1,98983,,v1r
d1050_sc,59,98984,,v3r
d1050_sc_2,3,98984,,v3r
d1051,23,98985,,v5r
d1052,31,98986,,v6r
d1053,59,98987,,v3r
d1053_2,3,98987,,v3r
d1055,307,98989,,v3r
d1056,0,98990,,v1r
d1057,0,98991,,v1r
d1061,47,98996,,v6r
d1061_2,308,98996,,v6r
d1062,49,98997,,v3r
d1063,3,98998,,v3r
d1065,166,99000,,v3r
d1068,11,99003,,v3r
d1071,16,99006,,v3r
d1072,0,99007,,v1r
d1073,34,99008,,v3r
d1077,0,99012,,v1r
d1079,11,99014,,v3r
d1080,141,99016,,v3r
d1080_2,43,99015,,v2r
d1080_3,309,99015,,v2r
d1083,29,99019,,v1r
d1088,1,99024,,v1r
d1089,171,99025,,v3r
d1091,26,99027,,v2r
d1097,72,99033,,v1d
d1098,110,99034,,v1r
d1099,11,99035,,v3r
d1100,44,99036,,v2r
d1101,87,99037,,v2r
d1101_2,310,99037,,v2r
d1102,40,99038,,v1r
d1104,0,99040,,v1r
d1105,1,99041,,v1r
d1106,0,99042,,v1r
d1107,271,99043,,v2r
d1107_2,311,99043,,v2r
d1108,10,99044,,v2r
d1111,46,99047,,v3r
d1115,1,99051,,v1r
d1115_2,1,99051,,v1r
d1116,3,99052,,v3r
d1119,1,99055,,v1r
d1120,312,99056,,v3r
d1120_2,28,99056,,v3r
d1122,1,99058,,v1r
d1126,11,99062,,v3r
d1127,221,99063,,v3r
d1128,1,99064,,v1r
d1129,0,99065,,v1r
d1130,12,99066,,v1d
d1133,1,99069,,v1r
d1134,0,99070,,v1r
d1135,46,99071,,v3r
d1136,176,99072,,v3r
d1136_2,177,99072,,v3r
d1137,0,99073,,v1r
d1138,72,99074,,v1d
d1139,76,99075,,v4r
d1140,0,99076,,v1r
d1141,1,99077,,v1r
d1143,3,99079,,v3r
d1144,3,99080,,v3r
d1144_2,3,99080,,v3r
d1145,0,99081,,v1r
d1147,72,99083,,v1d
d1147_2,72,99083,,v1d
d1153,94,99089,,v3r
d1153_2,94,99089,,v3r
d1154,131,99090,,v3d
d1155,37,99091,,v4r
d1160,0,99096,,v2r
d1160_sc,3,99097,,v3r
d1161,128,99098,,v4r
d1162,274,99099,,v3r
d1164,0,99101,,v1r
d1165,1,99102,,v1r
d1168,1,99105,,v1r
d1170,1,99107,,v1r
d1172,3,99110,,v3r
d1174,1,99112,,v1r
d1175,1,99113,,v1r
d1176,39,99114,,v3r
d1177,3,99115,,v3r
d1183,1,99122,,v1r
d1189,1,99128,,v1r
d1190,88,99129,,v2r
d1190_2,64,99129,,v2r
d1191,97,99130,,v3r
d1197,51,99136,,v3d
d1325,0,99275,,v1r
d1328,0,99279,,v1r
d1349,1,99301,,v1r
d1349_2,1,99301,,v1r
d1350,50,99302,,v3r
d1350_2,4,99302,,v3r
d1350_3,,99302,,v3r
d1358,37,99313,,v4r
d1363,1,99318,,v1r
d1365,1,99320,,v1r
d1368,37,99323,,v4r
d1371,37,99326,,v4r
d1372,5,99327,,v3r
d1372_2,,99327,,v3r
d1374,4,99329,,v3r
d1383,1,99339,,v1r
d1384,0,99340,,v1r
d1386,313,99342,,v6r
d1386_2,,99342,,v6r
d1386_3,,99342,,v6r
d1386_4,314,99342,,v6r
d1388,0,99344,,v1r
d1392,221,99348,,v3r
d1393,35,99349,,v3r
d1394,102,99350,,v3r
d1397,0,99353,,v1r
d1399,12,99355,,v2d
d1400,0,99356,,v1r
d1402,74,99358,,v2r
d1403,1,99359,,v1r
d1404,169,99360,,v3r
d1405,0,99361,,v1r
d1408,3,99364,,v3r
d1408_2,257,99364,,v3r
d1408_3,244,99364,,v3r
d1409,315,99365,,v5r
d1411,0,99367,,v1r
d1412,0,99368,,v1r
d1413,0,99369,,v1r
d1414,111,99370,,v3r
d1418,39,99374,,v3r
d1423,97,99383,,v3r
d1436,72,99398,,v1d
d1442,1,99405,,v1r
d1443,0,99406,,v1r
d1445,136,99408,,v5d
d1451,1,99414,,v1r
d1463,221,99426,,v3r
d1464,316,99427,,v3r
d1471,1,99433,,v1r
d1554,1,99435,,v1r
d1556,117,99437,,v3d
d1558,1,99439,,v1r
d1559,0,99440,,v1r
d1560,1,99441,,v1r
d1561,1,99442,,v1r
d1564,1,99445,,v1r
d1566,86,99447,,v4d
d1566_2,86,99447,,v4d
d1572,1,99453,,v1r
d1575,0,99457,,v1r
d1579,3,99461,,v3r
d1581,155,99463,,v3r
d1582,290,99464,,v3r
d1585,1,99467,,v1r
d1587,41,99469,,v2r
d1587_sc,187,99470,,v3r
d1588,29,99471,,v1r
d1590,0,99473,,v1e
d1593,39,99476,,v3r
d1596,0,99481,,v1r
d1601,11,99485,,v3r
d1602,29,99486,,v1r
d1606,82,99493,,v4d
d1606_2,82,99493,,v4d
d1607,1,99495,,v1r
d1607_2,1,99495,,v1r
d1610,1,99498,,v1r
d1610_2,109,99498,,v1r
d1613,0,99503,,v1r
d1615,39,99505,,v3r
d1615_2,32,99505,,v3r
d1615_3,39,99505,,v3r
d1620,85,99509,,v3r
d1620_2,,99509,,v3r
d1621,88,99510,,v2r
d1621_2,88,99510,,v2r
d1621_3,64,99510,,v2r
d1621_4,64,99510,,v2r
d1623,63,99512,,v3r
d1623_2,63,99512,,v3r
d1624,1,99513,,v1r
d1626,1,99515,,v1r
d1644,0,99533,,v1r
d1661,3,99554,,v3r
d1663,105,99558,,v5r
d1663_2,105,99558,,v5r
d1676,26,99571,,v2r
d1680,155,99575,,v3r
d1680_2,155,99575,,v3r
d1681,73,99576,,v3r
d1681_2,317,99576,,v3r
d1681_3,42,99576,,v3r
d1682,30,99577,,v5r
d1684,32,99579,,v3r
d1684_2,32,99579,,v3r
d1684_3,32,99579,,v3r
d1684_4,183,99579,,v3r
d1685,318,99580,,v3r
d1685_2,39,99580,,v3r
d1690,0,99584,,v1r
d1692,29,99586,,v1r
d1693,0,99587,,v1r
d1694,0,99588,,v2r
d1695,33,99589,,v3r
d1700,1,99594,,v1r
d1703,200,99597,,v3r
d1704,4,99598,,v3r
d1708,0,99602,,v1r
d1712,34,99606,,v3r
d1713,35,99607,,v3r
d1714,16,99608,,v3r
d1721,0,99616,,v1r
d1722,28,99617,,v3r
d1724,70,99619,,v3r
d1724_2,266,99619,,v3r
d1724_3,,99619,,v3r
d1731,3,99625,,v3r
d1732,37,99626,,v4r
d1733,67,99627,,v4r
d1735,4,99629,,v3r
d1735_2,248,99629,,v3r
d1741,0,99635,,v1r
d1741_2,29,99635,,v1r
d1744,0,99638,,v1r
d1747,3,99641,,v3r
d1749,0,99643,,v1r
d1750,78,99644,,v1r
d1750_2,319,99644,,v1r
d1751,63,99645,,v3r
d1757,158,99651,,v3r
d1764,1,99659,,v1r
d1766,1,99661,,v1r
d1768,53,99663,,v1r
d1769,60,99664,,v3r
d1771,151,99666,,v5r
d1771_2,152,99666,,v5r
d1772,61,99667,,v3r
d1772_2,,99667,,v3r
d1777,0,99672,,v1r
d1782,281,99677,,v5r
d1791,0,99686,,v1r
d1792,1,99687,,v1r
d1794,3,99689,,v3r
d1795,13,99690,,v5r
d1795_2,13,99690,,v5r
d1796,1,99691,,v1r
d1800,16,99695,,v3r
d1800_2,16,99695,,v3r
d1800_3,,99695,,v3r
d1805,3,99700,,v3r
d1806,1,99702,,v1r
d1807,34,99703,,v3r
d1807_2,299,99703,,v3r
d1807_3,3,99703,,v3r
d1808,3,99704,,v3r
d1810,3,99706,,v3r
d1812,10,99708,,v2r
