id,inflection_class,pattern
2132,320,368
2133,320,546
2134,320,664
2135,320,844
2136,320,892
2137,320,924
2138,321,0
2139,321,70
2140,321,419
2141,322,0
2142,322,172
2143,322,521
2144,323,3
2145,323,120
2146,323,468
2147,324,0
2148,324,9
2149,324,117
2150,324,359
2151,324,467
2152,324,826
2153,325,0
2154,325,30
2155,325,117
2156,325,380
2157,325,467
2158,325,851
2159,326,6
2160,326,49
2161,326,399
2162,327,1
2163,327,101
2164,327,451
2165,328,2
2166,328,20
2167,328,237
2168,328,394
2169,328,587
2170,328,879
2171,329,1
2172,329,60
2173,329,410
2174,330,828
2175,331,741
2176,332,0
2177,332,21
2178,332,162
2179,332,279
2180,332,370
2181,332,511
2182,332,630
2183,332,829
2184,332,877
2185,332,924
2186,333,2
2187,333,53
2188,333,403
2189,334,2
2190,334,25
2191,334,119
2192,334,237
2193,334,375
2194,334,468
2195,334,587
2196,334,833
2197,334,882
2198,334,924
2199,335,1
2200,335,54
2201,335,404
2202,336,0
2203,336,41
2204,336,391
2205,337,1
2206,337,16
2207,337,431
2208,338,0
2209,338,31
2210,338,213
2211,338,326
2212,338,381
2213,338,564
2214,338,679
2215,338,834
2216,338,883
2217,338,924
2218,339,715
2219,339,737
2220,339,761
2221,339,774
2222,339,801
2223,339,924
2224,340,0
2225,340,146
2226,340,495
2227,341,0
2228,341,214
2229,341,565
2230,342,3
2231,342,44
2232,342,262
2233,342,394
2234,342,594
2235,342,877
2236,343,1
2237,343,61
2238,343,411
2239,344,1
2240,344,36
2241,344,257
2242,344,387
2243,344,609
2244,344,874
2245,345,0
2246,345,30
2247,345,289
2248,345,380
2249,345,641
2250,345,882
2251,346,5
2252,346,252
2253,346,604
2254,347,883
2255,348,713
2256,348,742
2257,348,768
2258,348,794
2259,348,820
2260,348,924
2261,349,1
2262,349,131
2263,349,247
2264,349,481
2265,349,599
2266,349,924
2267,350,1
2268,350,215
2269,350,327
2270,350,566
2271,350,680
2272,350,924
2273,351,3
2274,351,40
2275,351,323
2276,351,375
2277,351,676
2278,351,896
2279,352,1
2280,352,29
2281,352,328
2282,352,379
2283,352,681
2284,352,910
2285,353,0
2286,353,82
2287,353,195
2288,353,433
2289,353,545
2290,353,834
2291,354,846
2292,355,0
2293,355,14
2294,355,216
2295,355,329
2296,355,362
2297,355,567
2298,355,682
2299,355,866
2300,355,915
2301,355,924
2302,356,1
2303,356,102
2304,356,330
2305,356,452
2306,356,683
2307,356,916
2308,357,1
2309,357,217
2310,357,330
2311,357,568
2312,357,683
2313,357,924
2314,358,838
2315,359,713
2316,359,743
2317,359,769
2318,359,788
2319,359,814
2320,359,924
2321,360,3
2322,360,13
2323,360,238
2324,360,369
2325,360,587
2326,360,877
2327,361,1
2328,361,101
2329,361,331
2330,361,451
2331,361,684
2332,361,883
2333,362,1
2334,362,284
2335,362,636
2336,363,2
2337,363,20
2338,363,119
2339,363,394
2340,363,468
2341,363,838
2342,364,0
2343,364,21
2344,364,172
2345,364,370
2346,364,521
2347,364,838
2348,365,714
2349,365,744
2350,365,770
2351,365,795
2352,365,821
2353,365,924
2354,366,0
2355,366,21
2356,366,172
2357,366,289
2358,366,370
2359,366,521
2360,366,641
2361,366,838
2362,366,879
2363,366,924
2364,367,3
2365,367,12
2366,367,120
2367,367,368
2368,367,468
2369,367,826
2370,368,368
2371,368,489
2372,368,608
2373,368,840
2374,368,888
2375,368,924
2376,369,845
2377,369,893
2378,369,924
2379,370,0
2380,370,103
2381,370,218
2382,370,332
2383,370,453
2384,370,569
2385,370,685
2386,370,834
2387,370,883
2388,370,924
2389,371,1
2390,371,104
2391,371,219
2392,371,333
2393,371,454
2394,371,570
2395,371,686
2396,371,833
2397,371,882
2398,371,924
2399,372,715
2400,372,745
2401,372,771
2402,372,796
2403,372,822
2404,372,924
2405,373,2
2406,373,119
2407,373,468
2408,374,844
2409,375,715
2410,375,733
2411,375,765
2412,375,787
2413,375,806
2414,375,928
2415,376,0
2416,376,150
2417,376,267
2418,376,499
2419,376,618
2420,376,924
2421,377,0
2422,377,30
2423,377,162
2424,377,380
2425,377,511
2426,377,826
2427,378,1
2428,378,25
2429,378,118
2430,378,368
2431,378,468
2432,378,826
2433,379,1
2434,379,20
2435,379,118
2436,379,369
2437,379,468
2438,379,829
2439,380,0
2440,380,172
2441,380,289
2442,380,521
2443,380,641
2444,380,924
2445,381,1
2446,381,59
2447,381,409
2448,382,1
2449,382,62
2450,382,412
2451,383,1
2452,383,20
2453,383,334
2454,383,369
2455,383,687
2456,383,917
2457,384,1
2458,384,25
2459,384,256
2460,384,368
2461,384,608
2462,384,888
2463,385,1
2464,385,198
2465,385,313
2466,385,549
2467,385,666
2468,385,924
2469,386,1
2470,386,37
2471,386,258
2472,386,388
2473,386,610
2474,386,882
2475,387,3
2476,387,86
2477,387,201
2478,387,335
2479,387,437
2480,387,552
2481,387,688
2482,387,834
2483,387,883
2484,387,924
2485,388,1
2486,388,51
2487,388,307
2488,388,401
2489,388,659
2490,388,883
2491,389,0
2492,389,43
2493,389,264
2494,389,393
2495,389,615
2496,389,883
2497,390,831
2498,391,1
2499,391,67
2500,391,292
2501,391,416
2502,391,644
2503,391,875
2504,392,1
2505,392,36
2506,392,188
2507,392,284
2508,392,387
2509,392,538
2510,392,636
2511,392,832
2512,392,881
2513,392,924
2514,393,850
2515,393,898
2516,393,924
2517,394,1
2518,394,84
2519,394,435
2520,395,1
2521,395,10
2522,395,236
2523,395,360
2524,395,587
2525,395,875
2526,396,386
2527,397,1
2528,397,20
2529,397,126
2530,397,369
2531,397,477
2532,397,836
2533,398,2
2534,398,17
2535,398,372
2536,399,1
2537,399,18
2538,399,127
2539,399,244
2540,399,366
2541,399,548
2542,399,665
2543,399,829
2544,399,877
2545,399,924
2546,400,1
2547,400,27
2548,400,377
2549,401,1
2550,401,26
2551,401,245
2552,401,376
2553,401,597
2554,401,877
2555,402,0
2556,402,22
2557,402,152
2558,402,371
2559,402,501
2560,402,836
2561,403,714
2562,403,746
2563,403,797
2564,404,1
2565,404,105
2566,404,455
2567,405,1
2568,405,20
2569,405,259
2570,405,369
2571,405,611
2572,405,889
2573,406,1
2574,406,20
2575,406,198
2576,406,313
2577,406,369
2578,406,549
2579,406,666
2580,406,862
2581,406,911
2582,406,924
2583,407,1
2584,407,106
2585,407,456
2586,408,1
2587,408,140
2588,408,257
2589,408,490
2590,408,609
2591,408,924
2592,409,1
2593,409,220
2594,409,336
2595,409,571
2596,409,689
2597,409,924
2598,410,7
2599,410,107
2600,410,368
2601,411,1
2602,411,60
2603,411,170
2604,411,410
2605,411,519
2606,411,834
2607,412,714
2608,412,723
2609,412,777
2610,413,843
2611,413,891
2612,413,924
2613,414,2
2614,414,221
2615,414,237
2616,414,572
2617,414,587
2618,414,928
2619,415,121
2620,415,239
2621,415,924
2622,416,4
2623,417,714
2624,417,726
2625,417,780
2626,418,714
2627,418,765
2628,418,817
2629,419,1
2630,419,93
2631,419,443
2632,420,714
2633,420,734
2634,420,798
2635,421,1
2636,421,356
2637,421,709
2638,422,3
2639,422,40
2640,422,120
2641,422,238
2642,422,375
2643,422,468
2644,422,587
2645,422,833
2646,422,882
2647,422,924
2648,423,3
2649,423,12
2650,423,238
2651,423,368
2652,423,587
2653,423,874
2654,424,716
2655,424,725
2656,424,753
2657,424,786
2658,424,813
2659,424,924
2660,425,712
2661,425,725
2662,425,753
2663,425,799
2664,425,823
2665,425,924
2666,426,718
2667,426,725
2668,426,753
2669,426,826
2670,426,874
2671,426,924
2672,427,719
2673,427,725
2674,427,753
2675,427,829
2676,427,877
2677,427,924
2678,428,1
2679,428,24
2680,428,243
2681,428,374
2682,428,595
2683,428,883
2684,429,1
2685,429,127
2686,429,244
2687,429,548
2688,429,665
2689,429,924
2690,430,53
2691,430,127
2692,430,244
2693,430,827
2694,430,875
2695,430,924
2696,431,403
2697,431,478
2698,431,596
2699,431,827
2700,431,875
2701,431,924
2702,432,1
2703,432,108
2704,432,337
2705,432,457
2706,432,690
2707,432,877
2708,433,1
2709,433,33
2710,433,383
2711,434,1
2712,434,27
2713,434,246
2714,434,377
2715,434,598
2716,434,883
2717,435,1
2718,435,20
2719,435,222
2720,435,334
2721,435,369
2722,435,573
2723,435,687
2724,435,867
2725,435,917
2726,435,924
2727,436,712
2728,436,722
2729,436,776
2730,437,3
2731,437,44
2732,437,223
2733,437,338
2734,437,394
2735,437,574
2736,437,691
2737,437,836
2738,437,885
2739,437,924
2740,438,3
2741,438,44
2742,438,238
2743,438,394
2744,438,587
2745,438,879
2746,439,0
2747,439,23
2748,439,373
2749,440,713
2750,440,720
2751,440,753
2752,440,774
2753,440,806
2754,440,925
2755,441,859
2756,441,877
2757,441,925
2758,442,3
2759,442,223
2760,442,338
2761,442,574
2762,442,691
2763,442,924
2764,443,0
2765,443,14
2766,443,254
2767,443,362
2768,443,606
2769,443,894
2770,444,1
2771,444,25
2772,444,237
2773,444,368
2774,444,588
2775,444,882
2776,445,918
2777,446,2
2778,446,109
2779,446,118
2780,446,237
2781,446,458
2782,446,474
2783,446,587
2784,446,868
2785,446,918
2786,446,925
2787,447,2
2788,447,208
2789,447,320
2790,447,551
2791,447,667
2792,447,924
2793,448,1
2794,448,110
2795,448,119
2796,448,237
2797,448,459
2798,448,469
2799,448,588
2800,448,869
2801,448,919
2802,448,924
2803,449,929
2804,450,375
2805,450,478
2806,450,596
2807,450,835
2808,450,884
2809,450,924
2810,451,1
2811,451,111
2812,451,171
2813,451,288
2814,451,460
2815,451,520
2816,451,640
2817,451,870
2818,451,920
2819,451,924
2820,452,0
2821,452,99
2822,452,449
2823,453,1
2824,453,110
2825,453,126
2826,453,243
2827,453,461
2828,453,477
2829,453,595
2830,453,864
2831,453,913
2832,453,924
2833,454,1
2834,454,76
2835,454,425
2836,455,1
2837,455,74
2838,455,224
2839,455,339
2840,455,423
2841,455,575
2842,455,692
2843,455,827
2844,455,875
2845,455,924
2846,456,0
2847,456,357
2848,456,710
2849,457,836
2850,457,885
2851,457,924
2852,458,1
2853,458,225
2854,458,340
2855,458,576
2856,458,693
2857,458,924
2858,459,1
2859,459,173
2860,459,290
2861,459,522
2862,459,642
2863,459,924
2864,460,1
2865,460,112
2866,460,226
2867,460,341
2868,460,462
2869,460,577
2870,460,694
2871,460,834
2872,460,883
2873,460,924
2874,461,1
2875,461,69
2876,461,418
2877,462,0
2878,462,58
2879,462,117
2880,462,235
2881,462,408
2882,462,467
2883,462,586
2884,462,871
2885,462,910
2886,462,924
2887,463,0
2888,463,14
2889,463,152
2890,463,269
2891,463,362
2892,463,501
2893,463,620
2894,463,872
2895,463,921
2896,463,924
2897,464,1
2898,464,47
2899,464,397
2900,465,1
2901,465,15
2902,465,169
2903,465,286
2904,465,363
2905,465,518
2906,465,638
2907,465,872
2908,465,921
2909,465,924
2910,466,0
2911,466,125
2912,466,242
2913,466,476
2914,466,593
2915,466,924
2916,467,1
2917,467,110
2918,467,461
2919,468,8
2920,468,113
2921,468,463
2922,469,1
2923,469,136
2924,469,253
2925,469,486
2926,469,605
2927,469,924
2928,470,0
2929,470,153
2930,470,502
2931,471,0
2932,471,22
2933,471,125
2934,471,242
2935,471,371
2936,471,476
2937,471,593
2938,471,838
2939,471,879
2940,471,924
2941,472,0
2942,472,58
2943,472,172
2944,472,289
2945,472,408
2946,472,521
2947,472,641
2948,472,834
2949,472,883
2950,472,924
2951,473,1
2952,473,71
2953,473,420
2954,474,1
2955,474,114
2956,474,225
2957,474,340
2958,474,464
2959,474,576
2960,474,693
2961,474,834
2962,474,883
2963,474,924
2964,475,1
2965,475,18
2966,475,123
2967,475,366
2968,475,473
2969,475,830
2970,476,3
2971,476,68
2972,476,417
2973,477,3
2974,477,40
2975,477,238
2976,477,375
2977,477,587
2978,477,882
2979,478,5
2980,478,115
2981,478,342
2982,478,465
2983,478,695
2984,478,877
2985,479,1
2986,479,25
2987,479,207
2988,479,319
2989,479,368
2990,479,558
2991,479,672
2992,479,846
2993,479,894
2994,479,924
2995,480,1
2996,480,119
2997,480,257
2998,480,469
2999,480,609
3000,480,930
3001,481,1
3002,481,105
3003,481,227
3004,481,343
3005,481,455
3006,481,578
3007,481,696
3008,481,834
3009,481,883
3010,481,924
3011,482,1
3012,482,228
3013,482,344
3014,482,579
3015,482,697
3016,482,924
3017,483,2
3018,483,25
3019,483,118
3020,483,236
3021,483,375
3022,483,474
3023,483,594
3024,483,826
3025,483,874
3026,483,924
3027,484,0
3028,484,235
3029,484,586
3030,485,1
3031,485,17
3032,485,118
3033,485,236
3034,485,365
3035,485,468
3036,485,587
3037,485,831
3038,485,880
3039,485,924
3040,486,6
3041,486,358
3042,486,711
3043,487,0
3044,487,229
3045,487,345
3046,487,580
3047,487,698
3048,487,924
3049,488,1
3050,488,17
3051,488,365
3052,489,0
3053,489,216
3054,489,329
3055,489,567
3056,489,682
3057,489,924
3058,490,0
3059,490,230
3060,490,581
3061,491,3
3062,491,145
3063,491,238
3064,491,474
3065,491,587
3066,491,925
3067,492,3
3068,492,190
3069,492,540
3070,493,3
3071,493,13
3072,493,145
3073,493,369
3074,493,474
3075,493,859
3076,494,1
3077,494,116
3078,494,466
3079,495,3
3080,495,13
3081,495,120
3082,495,369
3083,495,468
3084,495,829
3085,496,3
3086,496,44
3087,496,120
3088,496,394
3089,496,468
3090,496,838
3091,497,3
3092,497,203
3093,497,346
3094,497,554
3095,497,699
3096,497,924
3097,498,0
3098,498,80
3099,498,117
3100,498,235
3101,498,430
3102,498,467
3103,498,586
3104,498,853
3105,498,901
3106,498,924
3107,499,1
3108,499,29
3109,499,231
3110,499,328
3111,499,379
3112,499,582
3113,499,681
3114,499,871
3115,499,910
3116,499,924
3117,500,1
3118,500,20
3119,500,118
3120,500,347
3121,500,369
3122,500,468
3123,500,700
3124,500,829
3125,500,894
3126,500,931
3127,501,1
3128,501,93
3129,501,302
3130,501,443
3131,501,654
3132,501,875
3133,502,2
3134,502,25
3135,502,118
3136,502,375
3137,502,474
3138,502,826
3139,503,375
3140,503,529
3141,503,676
3142,503,848
3143,503,896
3144,503,924
3145,504,1
3146,504,72
3147,504,421
3148,505,0
3149,505,90
3150,505,441
3151,506,1
3152,506,19
3153,506,159
3154,506,348
3155,506,367
3156,506,508
3157,506,701
3158,506,834
3159,506,922
3160,506,932
3161,507,2
3162,507,16
3163,507,364
3164,508,1
3165,508,46
3166,508,396
3167,509,1
3168,509,75
3169,509,424
3170,510,2
3171,510,232
3172,510,349
3173,510,583
3174,510,702
3175,510,924
3176,511,1
3177,511,170
3178,511,519
3179,512,0
3180,512,152
3181,512,269
3182,512,355
3183,512,501
3184,512,620
3185,512,708
3186,512,924
3187,512,934
3188,512,937
3189,513,873
3190,513,923
3191,513,924
3192,514,1
3193,514,164
3194,514,300
3195,514,533
3196,514,652
3197,514,924
3198,515,2
3199,515,118
3200,515,474
3201,516,557
3202,516,671
3203,516,924
3204,517,1
3205,517,233
3206,517,350
3207,517,584
3208,517,703
3209,517,924
3210,518,42
3211,519,1
3212,519,10
3213,519,206
3214,519,318
3215,519,360
3216,519,557
3217,519,671
3218,519,850
3219,519,898
3220,519,924
3221,520,1
3222,520,206
3223,520,318
3224,520,557
3225,520,671
3226,520,924
3227,521,378
3228,521,557
3229,521,671
3230,521,829
3231,521,877
3232,521,924
3233,522,1
3234,522,171
3235,522,520
3236,523,1
3237,523,169
3238,523,286
3239,523,354
3240,523,518
3241,523,638
3242,523,707
3243,523,924
3244,523,934
3245,523,937
3246,524,1
3247,524,15
3248,524,228
3249,524,344
3250,524,363
3251,524,579
3252,524,697
3253,524,866
3254,524,915
3255,524,924
3256,525,0
3257,525,187
3258,525,242
3259,525,537
3260,525,593
3261,525,925
3262,526,712
3263,526,747
3264,526,760
3265,526,800
3266,526,813
3267,526,925
3268,527,712
3269,527,747
3270,527,772
3271,527,800
3272,527,824
3273,527,924
3274,528,714
3275,528,737
3276,528,765
3277,528,779
3278,528,817
3279,528,925
3280,529,0
3281,529,124
3282,529,266
3283,529,475
3284,529,617
3285,529,924
3286,530,1
3287,530,234
3288,530,351
3289,530,585
3290,530,704
3291,530,924
3292,531,368
3293,532,1
3294,532,208
3295,532,320
3296,532,561
3297,532,675
3298,532,924
3299,533,714
3300,533,721
3301,533,775
3302,534,714
3303,534,734
3304,534,762
3305,534,798
3306,534,825
3307,534,924
