flexeme_id,inflection_class,lila_id_lemma,hasInflectionType,gender
noun-a8932_n_3885,noun-7,91072,n2n,n
noun-a8932_n_3886,noun-7,91072,n2n,n
noun-a8933_m_3887,noun-2,91073,n2,m
noun-a8934_m_3888,noun-13,91074,n2,m
noun-a8934_m_3889,noun-2,91074,n2,m
noun-a8935_m_3890,noun-18,91075,n4,m
noun-a8935_m_3891,noun-18,91075,n4,m
noun-a9040_f_3892,noun-0,91076,n3,f
noun-a9051_f_3893,noun-0,91079,n3,f
noun-a9052_f_3894,noun-0,91080,n3,f
noun-a9132_f_3895,noun-4,91083,n1,f
noun-a9142_m_3896,noun-1,91084,n3,m
noun-a9185_f_3897,noun-0,91085,n3,f
noun-a9202_n_3898,noun-7,91089,n2n,n
noun-a9203_n_3899,noun-7,91091,n2n,n
noun-a9208_n_3900,noun-7,91096,n2n,n
noun-a9217_f_3901,noun-2,91105,n2,f
noun-a9236_f_3902,noun-0,91112,n3,f
noun-a9237_m_3903,noun-1,91113,n3,m
noun-a9238_f_3904,noun-4,91114,n1,f
noun-a9254_m_3905,noun-1,91115,n3,m
noun-a9257_f_3906,noun-0,91117,n3,f
noun-a9420_n_3907,noun-33,91121,n2n,n
noun-a9446_f_3908,noun-6,91122,n3,f
noun-a9584_n_3909,noun-7,91126,n2n,n
noun-a9821_f_3910,noun-0,91128,n3,f
noun-a9869_n_3911,noun-12,91129,n2n,n
noun-a9869_n_3912,noun-7,91129,n2n,n
noun-a9936_f_3913,noun-0,91131,n3,f
noun-a9937_m_3914,noun-53,91132,n3,m
noun-a9937_m_3915,noun-53,91132,n3,m
noun-a9955_f_3916,noun-0,91138,n3,f
noun-a9957_f_3917,noun-6,91140,n3,f
noun-a9958_f_3918,noun-0,91141,n3,f
noun-a9965_f_3919,noun-20,91148,n3e,f
noun-a9965_f_3920,noun-21,91148,n3e,f
noun-a9966_f_3921,noun-0,91149,n3,f
noun-a9966_f_3922,noun-0,91149,n3,f
noun-a9968_m_3923,noun-2,91151,n2,m
noun-a9971_f_3924,noun-42,91154,n1,f
noun-a9972_f_3925,noun-4,91155,n1,f
noun-a9973_f_3926,noun-4,91156,n1,f
noun-a9973_f_3927,noun-4,91156,n1,f
noun-a9975_f_3928,noun-4,91157,n1,f
noun-a9976_f_3929,noun-4,91158,n1,f
noun-a9976_f_3930,noun-4,91158,n1,f
noun-a9977_n_3931,noun-5,91159,n3n,n
noun-a9978_f_3932,noun-4,91160,n1,f
noun-a9978_n_3933,noun-5,91161,n3n,n
noun-a9979_f_3934,noun-4,91162,n1,f
noun-a9980_f_3935,noun-4,91163,n1,f
noun-a9980_f_3936,noun-4,91163,n1,f
noun-a9981_m_3937,noun-79,91164,n3,m
noun-a9981_m_3938,noun-80,91164,n3,m
noun-a9982_m_3939,noun-18,91165,n4,m
noun-a9983_m_3940,noun-18,91166,n4,m
noun-a9984_m_3941,noun-18,91167,n4,m
noun-a9986_m_3942,noun-18,91168,n4,m
noun-a9987_m_3943,noun-18,91169,n4,m
noun-a9988_m_3944,noun-18,91170,n4,m
noun-a9988_m_3945,noun-18,91170,n4,m
noun-a9989_m_3946,noun-18,91171,n4,m
noun-a9989_m_3947,noun-18,91171,n4,m
noun-a9990_m_3948,noun-18,91173,n4,m
noun-a9990_m_3949,noun-18,91173,n4,m
noun-a9990_n_3950,noun-7,91172,n2n,n
noun-a9990_n_3951,noun-7,91172,n2n,n
noun-a9991_m_3952,noun-18,91175,n4,m
noun-a9991_n_3953,noun-7,91174,n2n,n
noun-a9992_m_3954,noun-18,91176,n4,m
noun-a9993_m_3955,noun-18,91177,n4,m
noun-a9994_m_3956,noun-18,91178,n4,m
noun-a9995_m_3957,noun-18,91179,n4,m
noun-a9996_m_3958,noun-18,91180,n4,m
noun-a9997_m_3959,noun-18,91181,n4,m
noun-a9998_m_3960,noun-18,91183,n4,m
noun-a9998_m_3961,noun-18,91183,n4,m
noun-a9998_n_3962,noun-7,91182,n2n,n
noun-a9998_n_3963,noun-7,91182,n2n,n
noun-a9999_m_3964,noun-18,91184,n4,m
noun-a9999_m_3965,noun-18,91184,n4,m
noun-b0002_m_3966,noun-2,91187,n2,m
noun-b0004_m_3967,noun-2,91189,n2,m
noun-b0005_m_3968,noun-2,91190,n2,m
noun-b0006_f_3969,noun-4,91191,n1,f
noun-b0006_f_3970,noun-4,91191,n1,f
noun-b0007_f_3971,noun-4,91192,n1,f
noun-b0007_f_3972,noun-4,91192,n1,f
noun-b0009_f_3973,noun-42,91194,n1,f
noun-b0010_n_3974,noun-75,91195,n3n,n
noun-b0011_n_3975,noun-12,91196,n2n,n
noun-b0011_n_3976,noun-7,91196,n2n,n
noun-b0012_m_3977,noun-0,91197,n3,m
noun-b0014_f_3980,noun-16,91199,n3,f
noun-b0014_f_3981,noun-17,91199,n3,f
noun-b0014_f_3982,noun-16,91199,n3,f
noun-b0014_f_3983,noun-17,91199,n3,f
noun-b0014_n_3978,noun-75,91200,n3n,n
noun-b0014_n_3979,noun-75,91200,n3n,n
noun-b0018_f_3984,noun-0,91204,n3,f
noun-b0019_m_3985,noun-1,91205,n3,m
noun-b0023_m_3986,noun-2,91210,n2,m
noun-b0024_n_3987,noun-7,91211,n2n,n
noun-b0025_f_3988,noun-4,91212,n1,f
noun-b0026_m_3989,noun-2,91214,n2,m
noun-b0028_m_3990,noun-2,91217,n2e,m
noun-b0028_m_3992,noun-2,91216,n2,m
noun-b0028_n_3991,noun-7,91219,n2ne,n
noun-b0028_n_3993,noun-7,91218,n2n,n
noun-b0028_n_3994,noun-7,91218,n2n,n
noun-b0030_f_3995,noun-0,91221,n3,f
noun-b0031_n_3996,noun-12,91222,n2n,n
noun-b0031_n_3997,noun-7,91222,n2n,n
noun-b0032_m_3998,noun-4,91223,n1,m
noun-b0033_f_3999,noun-4,91224,n1,f
noun-b0033_f_4000,noun-4,91224,n1,f
noun-b0034_m_4001,noun-2,91226,n2e,m
noun-b0034_m_4003,noun-2,91225,n2,m
noun-b0034_n_4002,noun-7,91227,n2ne,n
noun-b0035_f_4004,noun-20,91228,n3,f
noun-b0038_f_4005,noun-4,91231,n1,f
noun-b0038_f_4006,noun-4,91231,n1,f
noun-b0040_m_4007,noun-2,91233,n2,m
noun-b0040_m_4008,noun-2,91233,n2,m
noun-b0040_m_4009,noun-2,91233,n2,m
noun-b0041_f_4010,noun-4,91234,n1,f
noun-b0042_f_4011,noun-4,91235,n1,f
noun-b0042_f_4012,noun-4,91235,n1,f
noun-b0042_f_4013,noun-4,91235,n1,f
noun-b0043_f_4014,noun-0,91236,n3,f
noun-b0043_f_4015,noun-0,91236,n3,f
noun-b0044_m_4016,noun-1,91237,n3,m
noun-b0044_m_4017,noun-1,91237,n3,m
noun-b0047_m_4018,noun-2,91240,n2,m
noun-b0047_m_4019,noun-2,91240,n2,m
noun-b0047_m_4020,noun-2,91240,n2,m
noun-b0047_m_4021,noun-2,91240,n2,m
noun-b0051_m_4022,noun-28,91244,n1e,m
noun-b0051_m_4023,noun-29,91244,n1e,m
noun-b0052_f_4024,noun-20,91245,n3,f
noun-b0053_f_4025,noun-2,91246,n2,f
noun-b0054_m_4026,noun-0,91247,n3,m
noun-b0055_n_4027,noun-12,91248,n2n,n
noun-b0055_n_4028,noun-7,91248,n2n,n
noun-b0059_f_4029,noun-30,91252,n3e,f
noun-b0059_f_4030,noun-31,91252,n3e,f
noun-b0059_f_4031,noun-32,91252,n3e,f
noun-b0059_f_4032,noun-16,91252,n3e,f
noun-b0060_m_4033,noun-18,91253,n4,m
noun-b0062_m_4034,noun-2,91256,n2,m
noun-b0063_f_4035,noun-4,91257,n1,f
noun-b0063_f_4036,noun-4,91257,n1,f
noun-b0063_f_4037,noun-4,91257,n1,f
noun-b0063_f_4038,noun-4,91257,n1,f
noun-b0065_f_4039,noun-0,91259,n3,f
noun-b0065_f_4040,noun-0,91259,n3,f
noun-b0066_m_4041,noun-1,91260,n3,m
noun-b0067_f_4042,noun-3,91261,n3,f
noun-b0068_f_4043,noun-4,91262,n1,f
noun-b0068_n_4044,noun-33,91263,n2n,n
noun-b0070_f_4045,noun-4,91265,n1,f
noun-b0070_f_4046,noun-4,91265,n1,f
noun-b0070_f_4047,noun-4,91265,n1,f
noun-b0071_m_4048,noun-2,91266,n2,m
noun-b0072_m_4049,noun-13,91267,n2,m
noun-b0072_m_4050,noun-2,91267,n2,m
noun-b0073_n_4051,noun-33,91268,n2n,n
noun-b0075_f_4052,noun-34,91270,n1e,f
noun-b0076_n_4053,noun-72,91272,n3n,n
noun-b0077_f_4054,noun-42,91273,n1,f
noun-b0077_f_4055,noun-42,91273,n1,f
noun-b0078_m_4056,noun-1,91274,n3,m
noun-b0078_m_4057,noun-1,91274,n3,m
noun-b0079_n_4058,noun-7,91275,n2n,n
noun-b0081_f_4059,noun-3,91277,n3,f
noun-b0082_n_4060,noun-7,91278,n2n,n
noun-b0084_f_4061,noun-42,91280,n1,f
noun-b0084_n_4062,noun-7,91281,n2n,n
noun-b0085_n_4063,noun-7,91283,n2n,n
noun-b0085_n_4064,noun-7,91283,n2n,n
noun-b0085_n_4065,noun-33,91282,n2n,n
noun-b0087_m_4066,noun-1,91285,n3,m
noun-b0092_n_4067,noun-7,91290,n2n,n
noun-b0093_m_4068,noun-13,91291,n2,m
noun-b0093_m_4069,noun-2,91291,n2,m
noun-b0095_m_4070,noun-2,91293,n2,m
noun-b0096_m_4071,noun-2,91295,n2e,m
noun-b0096_m_4073,noun-13,91294,n2,m
noun-b0096_m_4074,noun-2,91294,n2,m
noun-b0096_n_4072,noun-7,91296,n2ne,n
noun-b0097_f_4075,noun-4,91297,n1,f
noun-b0097_f_4076,noun-4,91297,n1,f
noun-b0098_f_4077,noun-3,91298,n3,f
noun-b0098_f_4078,noun-3,91298,n3,f
noun-b0098_f_4079,noun-3,91298,n3,f
noun-b0099_n_4080,noun-12,91299,n2n,n
noun-b0099_n_4081,noun-7,91299,n2n,n
noun-b0099_n_4082,noun-12,91299,n2n,n
noun-b0099_n_4083,noun-7,91299,n2n,n
noun-b0099_n_4084,noun-12,91299,n2n,n
noun-b0099_n_4085,noun-7,91299,n2n,n
noun-b0099_n_4086,noun-12,91299,n2n,n
noun-b0099_n_4087,noun-7,91299,n2n,n
noun-b0101_m_4088,noun-79,91301,n3,m
noun-b0101_m_4089,noun-80,91301,n3,m
noun-b0102_m_4090,noun-2,91302,n2,m
noun-b0103_n_4091,noun-7,91303,n2n,n
noun-b0104_m_4092,noun-13,91304,n2,m
noun-b0104_m_4093,noun-2,91304,n2,m
noun-b0105_m_4094,noun-28,91305,n1e,m
noun-b0105_m_4095,noun-29,91305,n1e,m
noun-b0106_n_4096,noun-5,91306,n3n,n
noun-b0107_m_4097,noun-2,91307,n2e,m
noun-b0107_n_4098,noun-7,91308,n2ne,n
noun-b0108_m_4099,noun-4,91309,n1,m
noun-b0109_n_4100,noun-12,91310,n2n,n
noun-b0109_n_4101,noun-7,91310,n2n,n
noun-b0110_f_4102,noun-0,91311,n3,f
noun-b0111_m_4103,noun-1,91312,n3,m
noun-b0113_m_4104,noun-2,91314,n2,m
noun-b0113_m_4105,noun-2,91314,n2,m
noun-b0113_n_4106,noun-7,91315,n2n,n
noun-b0113_n_4107,noun-7,91315,n2n,n
noun-b0114_f_4108,noun-4,91316,n1,f
noun-b0115_f_4109,noun-37,91318,n5,f
noun-b0115_f_4110,noun-4,91317,n1,f
noun-b0116_m_4111,noun-13,91319,n2,m
noun-b0116_m_4112,noun-2,91319,n2,m
noun-b0117_n_4113,noun-7,91321,n2n,n
noun-b0118_m_4114,noun-2,91322,n2e,m
noun-b0120_f_4115,noun-30,91324,n3e,f
noun-b0120_f_4116,noun-31,91324,n3e,f
noun-b0120_f_4117,noun-32,91324,n3e,f
noun-b0120_f_4118,noun-16,91324,n3e,f
noun-b0121_f_4120,noun-4,91326,n1,f
noun-b0121_m_4119,noun-2,91327,n2,m
noun-b0121_n_4121,noun-7,91328,n2n,n
noun-b0122_m_4122,noun-2,91329,n2,m
noun-b0123_f_4123,noun-4,91330,n1,f
noun-b0129_n_4124,noun-12,91336,n2n,n
noun-b0129_n_4125,noun-7,91336,n2n,n
noun-b0130_n_4126,noun-12,91337,n2n,n
noun-b0130_n_4127,noun-7,91337,n2n,n
noun-b0131_m_4128,noun-25,91338,n2e,m
noun-b0133_f_4129,noun-4,91340,n1,f
noun-b0134_f_4130,noun-4,91341,n1,f
noun-b0135_m_4131,noun-4,91342,n1,m
noun-b0135_m_4132,noun-4,91342,n1,m
noun-b0136_m_4133,noun-13,91343,n2,m
noun-b0136_m_4134,noun-2,91343,n2,m
noun-b0137_f_4135,noun-4,91344,n1,f
noun-b0138_f_4136,noun-4,91345,n1,f
noun-b0139_m_4137,noun-2,91346,n2,m
noun-b0141_4138,noun-4,91348,n1,f;m
noun-b0141_4140,noun-4,91348,n1,f;m
noun-b0143_f_4142,noun-20,91350,n3e,f
noun-b0143_f_4143,noun-21,91350,n3e,f
noun-b0143_f_4144,noun-22,91350,n3e,f
noun-b0143_f_4145,noun-23,91350,n3e,f
noun-b0144_n_4146,noun-7,91351,n2n,n
noun-b0144_n_4147,noun-7,91351,n2n,n
noun-b0145_m_4148,noun-2,91352,n2,m
noun-b0148_m_4149,noun-2,91355,n2,m
noun-b0151_m_4150,noun-28,91358,n1e,m
noun-b0151_m_4151,noun-29,91358,n1e,m
noun-b0152_f_4152,noun-4,91359,n1,f
noun-b0153_f_4153,noun-4,91360,n1,f
noun-b0154_f_4154,noun-0,91361,n3,f
noun-b0155_m_4155,noun-1,91362,n3,m
noun-b0156_f_4156,noun-4,91363,n1,f
noun-b0157_f_4158,noun-34,91366,n1e,f
noun-b0157_f_4160,noun-4,91365,n1,f
noun-b0157_f_4161,noun-4,91365,n1,f
noun-b0157_m_4157,noun-2,91367,n2,m
noun-b0157_n_4159,noun-24,91369,n2ne,n
noun-b0157_n_4162,noun-7,91368,n2n,n
noun-b0160_m_4163,noun-13,91372,n2,m
noun-b0160_m_4164,noun-2,91372,n2,m
noun-b0161_m_4165,noun-2,91373,n2,m
noun-b0162_m_4166,noun-2,91374,n2,m
noun-b0164_f_4167,noun-4,91376,n1,f
noun-b0164_f_4168,noun-4,91376,n1,f
noun-b0164_f_4169,noun-4,91376,n1,f
noun-b0165_f_4171,noun-4,91377,n1,f
noun-b0165_m_4170,noun-2,91378,n2,m
noun-b0166_m_4172,noun-2,91379,n2,m
noun-b0166_m_4173,noun-2,91379,n2,m
noun-b0167_n_4174,noun-12,91380,n2n,n
noun-b0167_n_4175,noun-7,91380,n2n,n
noun-b0167_n_4176,noun-7,91380,n2n,n
noun-b0169_n_4177,noun-7,91382,n2n,n
noun-b0170_f_4178,noun-30,91383,n3e,f
noun-b0170_f_4179,noun-31,91383,n3e,f
noun-b0170_f_4180,noun-32,91383,n3e,f
noun-b0170_f_4181,noun-16,91383,n3e,f
noun-b0170_f_4182,noun-30,91383,n3e,f
noun-b0170_f_4183,noun-31,91383,n3e,f
noun-b0170_f_4184,noun-32,91383,n3e,f
noun-b0170_f_4185,noun-16,91383,n3e,f
noun-b0171_n_4186,noun-12,91384,n2n,n
noun-b0171_n_4187,noun-7,91384,n2n,n
noun-b0172_f_4188,noun-4,91385,n1,f
noun-b0173_m_4189,noun-13,91386,n2,m
noun-b0173_m_4190,noun-2,91386,n2,m
noun-b0174_f_4191,noun-4,91387,n1,f
noun-b0175_m_4192,noun-13,91388,n2,m
noun-b0175_m_4193,noun-2,91388,n2,m
noun-b0176_n_4194,noun-7,91389,n2n,n
noun-b0181_n_4195,noun-7,91394,n2n,n
noun-b0182_f_4196,noun-4,91395,n1,f
noun-b0183_f_4197,noun-4,91396,n1,f
noun-b0183_f_4198,noun-4,91396,n1,f
noun-b0184_f_4199,noun-16,91397,n3,f
noun-b0184_f_4200,noun-17,91397,n3,f
noun-b0184_f_4201,noun-16,91397,n3,f
noun-b0184_f_4202,noun-17,91397,n3,f
noun-b0185_n_4203,noun-24,91398,n2ne,n
noun-b0185_n_4204,noun-7,91398,n2ne,n
noun-b0186_m_4205,noun-28,91399,n1e,m
noun-b0186_m_4206,noun-29,91399,n1e,m
noun-b0187_m_4207,noun-2,91400,n2,m
noun-b0188_f_4208,noun-4,91401,n1,f
noun-b0189_n_4209,noun-33,91402,n2n,n
noun-b0189_n_4210,noun-33,91402,n2n,n
noun-b0190_m_4211,noun-1,91403,n3,m
noun-b0192_f_4212,noun-25,91405,n2e,f
noun-b0192_f_4213,noun-2,91405,n2e,f
noun-b0195_f_4214,noun-4,91409,n1,f
noun-b0195_f_4215,noun-4,91409,n1,f
noun-b0196_m_4216,noun-13,91410,n2,m
noun-b0196_m_4217,noun-2,91410,n2,m
noun-b0196_m_4218,noun-13,91410,n2,m
noun-b0196_m_4219,noun-2,91410,n2,m
noun-b0197_f_4220,noun-4,91411,n1,f
noun-b0197_n_4221,noun-12,91412,n2n,n
noun-b0197_n_4222,noun-7,91412,n2n,n
noun-b0201_f_4223,noun-0,91416,n3,f
noun-b0202_m_4224,noun-1,91417,n3,m
noun-b0205_f_4225,noun-6,91420,n3,f
noun-b0206_f_4226,noun-8,91421,n3,f
noun-b0208_f_4227,noun-4,91423,n1,f
noun-b0208_f_4228,noun-4,91423,n1,f
noun-b0208_f_4229,noun-4,91423,n1,f
noun-b0208_f_4230,noun-4,91423,n1,f
noun-b0210_m_4231,noun-55,91425,n2,m
noun-b0212_f_4232,noun-4,91427,n1,f
noun-b0213_m_4233,noun-2,91428,n2,m
noun-b0215_n_4234,noun-24,91430,n2ne,n
noun-b0216_m_4235,noun-13,91431,n2,m
noun-b0216_m_4236,noun-2,91431,n2,m
noun-b0218_n_4237,noun-24,91433,n2ne,n
noun-b0219_n_4238,noun-12,91434,n2n,n
noun-b0219_n_4239,noun-7,91434,n2n,n
noun-b0220_m_4240,noun-1,91435,n3,m
noun-b0220_m_4241,noun-1,91435,n3,m
noun-b0222_f_4242,noun-3,91437,n3,f
noun-b0233_f_4243,noun-0,91448,n3,f
noun-b0235_m_4244,noun-1,91451,n3,m
noun-b0236_m_4245,noun-0,91452,n3,m
noun-b0238_f_4246,noun-16,91454,n3,f
noun-b0238_f_4247,noun-17,91454,n3,f
noun-b0238_f_4248,noun-20,91454,n3,f
noun-b0240_f_4249,noun-8,91456,n3,f
noun-b0244_n_4250,noun-7,91461,n2n,n
noun-b0244_n_4251,noun-7,91461,n2n,n
noun-b0246_f_4252,noun-34,91463,n1e,f
noun-b0247_f_4253,noun-4,91464,n1,f
noun-b0247_f_4254,noun-4,91464,n1,f
noun-b0254_f_4255,noun-4,91471,n1,f
noun-b0254_f_4256,noun-4,91471,n1,f
noun-b0255_n_4257,noun-5,91472,n3n,n
noun-b0258_f_4258,noun-0,91475,n3,f
noun-b0260_f_4259,noun-0,91477,n3,f
noun-b0261_m_4260,noun-1,91478,n3,m
noun-b0262_f_4261,noun-4,91479,n1,f
noun-b0262_f_4262,noun-4,91479,n1,f
noun-b0262_f_4263,noun-4,91479,n1,f
noun-b0262_f_4264,noun-4,91479,n1,f
noun-b0264_m_4265,noun-13,91481,n2,m
noun-b0264_m_4266,noun-2,91481,n2,m
noun-b0264_m_4267,noun-13,91481,n2,m
noun-b0264_m_4268,noun-2,91481,n2,m
noun-b0265_m_4269,noun-18,91482,n4,m
noun-b0266_n_4270,noun-12,91483,n2n,n
noun-b0266_n_4271,noun-7,91483,n2n,n
noun-b0266_n_4272,noun-12,91483,n2n,n
noun-b0266_n_4273,noun-7,91483,n2n,n
noun-b0266_n_4274,noun-12,91483,n2n,n
noun-b0266_n_4275,noun-7,91483,n2n,n
noun-b0270_f_4276,noun-4,91489,n1,f
noun-b0273_n_4277,noun-12,91492,n2n,n
noun-b0273_n_4278,noun-7,91492,n2n,n
noun-b0273_n_4279,noun-12,91492,n2n,n
noun-b0273_n_4280,noun-7,91492,n2n,n
noun-b0274_f_4281,noun-6,91493,n3,f
noun-b0277_f_4282,noun-4,91496,n1,f
noun-b0279_f_4283,noun-4,91498,n1,f
noun-b0280_m_4284,noun-25,91500,n2e,m
noun-b0280_m_4285,noun-2,91500,n2e,m
noun-b0280_m_4286,noun-2,91499,n2,m
noun-b0281_m_4287,noun-1,91501,n3,m
noun-b0281_m_4288,noun-87,91501,n3,m
noun-b0283_f_4289,noun-4,91503,n1,f
noun-b0285_m_4290,noun-13,91506,n2,m
noun-b0285_m_4291,noun-2,91506,n2,m
noun-b0287_f_4292,noun-16,91509,n3,f
noun-b0287_f_4293,noun-17,91509,n3,f
noun-b0287_f_4294,noun-4,91508,n1,f
noun-b0289_m_4295,noun-2,91510,n2,m
noun-b0291_m_4296,noun-2,91512,n2,m
noun-b0292_f_4297,noun-4,91513,n1,f
noun-b0292_f_4298,noun-4,91513,n1,f
noun-b0293_f_4299,noun-92,91514,n3e,f
noun-b0293_f_4300,noun-93,91514,n3e,f
noun-b0293_f_4301,noun-94,91514,n3e,f
noun-b0293_f_4302,noun-95,91514,n3e,f
noun-b0295_f_4303,noun-4,91516,n1,f
noun-b0296_m_4304,noun-2,91517,n2,m
noun-b0297_f_4305,noun-4,91518,n1,f
noun-b0299_f_4306,noun-1,91520,n3,f
noun-b0300_m_4307,noun-13,91521,n2,m
noun-b0300_m_4308,noun-2,91521,n2,m
noun-b0301_f_4309,noun-4,91522,n1,f
noun-b0303_f_4310,noun-0,91524,n3,f
noun-b0304_m_4311,noun-1,91525,n3,m
noun-b0306_m_4312,noun-4,91527,n1,m
noun-b0306_m_4313,noun-4,91527,n1,m
noun-b0307_f_4314,noun-4,91528,n1e,f
noun-b0307_f_4315,noun-34,91528,n1e,f
noun-b0307_f_4316,noun-4,91528,n1e,f
noun-b0307_f_4317,noun-34,91528,n1e,f
noun-b0308_m_4318,noun-13,91529,n2,m
noun-b0308_m_4319,noun-2,91529,n2,m
noun-b0308_m_4320,noun-13,91529,n2,m
noun-b0308_m_4321,noun-2,91529,n2,m
noun-b0309_f_4322,noun-4,91530,n1,f
noun-b0310_f_4323,noun-25,91531,n2e,f
noun-b0310_f_4324,noun-2,91531,n2e,f
noun-b0312_m_4325,noun-0,91533,n3,m
noun-b0312_m_4326,noun-0,91533,n3,m
noun-b0318_m_4327,noun-16,91540,n3,m
noun-b0318_m_4328,noun-17,91540,n3,m
noun-b0319_n_4329,noun-12,91541,n2n,n
noun-b0319_n_4330,noun-7,91541,n2n,n
noun-b0320_n_4331,noun-12,91542,n2n,n
noun-b0320_n_4332,noun-7,91542,n2n,n
noun-b0324_m_4333,noun-19,91547,n2,m
noun-b0329_n_4334,noun-7,91553,n2n,n
noun-b0333_n_4335,noun-33,91558,n2n,n
noun-b0333_n_4336,noun-33,91558,n2n,n
noun-b0335_f_4337,noun-0,91560,n3,f
noun-b0336_f_4338,noun-4,91561,n1,f
noun-b0338_n_4339,noun-7,91563,n2n,n
noun-b0339_n_4340,noun-12,91564,n2n,n
noun-b0339_n_4341,noun-7,91564,n2n,n
noun-b0341_n_4342,noun-75,91566,n3n,n
noun-b0342_n_4343,noun-12,91568,n2n,n
noun-b0342_n_4344,noun-7,91568,n2n,n
noun-b0349_n_4345,noun-7,91575,n2n,n
noun-b0355_n_4346,noun-7,91583,n2n,n
noun-b0356_f_4347,noun-4,91584,n1,f
noun-b0356_f_4348,noun-4,91584,n1,f
noun-b0358_m_4349,noun-13,91586,n2,m
noun-b0358_m_4350,noun-2,91586,n2,m
noun-b0363_f_4351,noun-42,91592,n1,f
noun-b0364_m_4352,noun-0,91593,n3,m
noun-b0364_m_4353,noun-0,91593,n3,m
noun-b0364_m_4354,noun-0,91593,n3,m
noun-b0365_f_4355,noun-4,91594,n1,f
noun-b0366_f_4356,noun-3,91595,n3,f
noun-b0366_f_4357,noun-3,91595,n3,f
noun-b0368_f_4358,noun-4,91597,n1,f
noun-b0373_f_4359,noun-16,91603,n3,f
noun-b0373_f_4360,noun-17,91603,n3,f
noun-b0373_f_4361,noun-16,91603,n3,f
noun-b0373_f_4362,noun-17,91603,n3,f
noun-b0380_m_4363,noun-2,91610,n2,m
noun-b0382_m_4364,noun-18,91613,n4,m
noun-b0392_m_4365,noun-0,91623,n3,m
noun-b0393_n_4366,noun-12,91624,n2n,n
noun-b0393_n_4367,noun-7,91624,n2n,n
noun-b0395_m_4368,noun-2,91626,n2,m
noun-b0396_m_4369,noun-4,91627,n1,m
noun-b0397_m_4370,noun-25,91628,n2e,m
noun-b0400_n_4371,noun-12,91631,n2n,n
noun-b0400_n_4372,noun-7,91631,n2n,n
noun-b0405_n_4373,noun-12,91637,n2n,n
noun-b0405_n_4374,noun-7,91637,n2n,n
noun-b0407_f_4375,noun-42,91639,n1,f
noun-b0408_f_4376,noun-4,91641,n1,f
noun-b0411_f_4377,noun-0,91644,n3,f
noun-b0411_f_4378,noun-0,91644,n3,f
noun-b0412_m_4379,noun-10,91645,n2,m
noun-b0412_m_4380,noun-11,91645,n2,m
noun-b0416_f_4381,noun-4,91651,n1,f
noun-b0417_m_4382,noun-2,91652,n2,m
noun-b0417_m_4383,noun-2,91652,n2,m
noun-b0417_m_4384,noun-2,91652,n2,m
noun-b0419_f_4385,noun-4,91654,n1,f
noun-b0419_n_4386,noun-12,91655,n2n,n
noun-b0419_n_4387,noun-7,91655,n2n,n
noun-b0421_m_4388,noun-13,91657,n2,m
noun-b0421_m_4389,noun-2,91657,n2,m
noun-b0422_m_4390,noun-18,91658,n4,m
noun-b0423_n_4391,noun-12,91659,n2n,n
noun-b0423_n_4392,noun-7,91659,n2n,n
noun-b0424_n_4393,noun-12,91660,n2n,n
noun-b0424_n_4394,noun-7,91660,n2n,n
noun-b0424_n_4395,noun-12,91660,n2n,n
noun-b0424_n_4396,noun-7,91660,n2n,n
noun-b0427_m_4397,noun-2,91663,n2,m
noun-b0427_m_4398,noun-2,91663,n2,m
noun-b0428_m_4399,noun-96,91664,n3,m
noun-b0428_m_4400,noun-69,91664,n3,m
noun-b0428_m_4401,noun-96,91664,n3,m
noun-b0428_m_4402,noun-69,91664,n3,m
noun-b0431_n_4403,noun-7,91667,n2n,n
noun-b0438_n_4404,noun-9,91675,n3n,n
noun-b0442_m_4405,noun-2,91679,n2,m
noun-b0444_f_4406,noun-4,91681,n1,f
noun-b0445_m_4407,noun-0,91682,n3,m
noun-b0447_m_4408,noun-18,91684,n4,m
noun-b0448_n_4409,noun-24,91685,n2ne,n
noun-b0451_n_4410,noun-33,91688,n2n,n
noun-b0457_f_4411,noun-4,91694,n1,f
noun-b0459_m_4412,noun-2,91696,n2,m
noun-b0460_n_4413,noun-12,91698,n2n,n
noun-b0460_n_4414,noun-7,91698,n2n,n
noun-b0461_n_4415,noun-7,91699,n2n,n
noun-b0463_f_4416,noun-37,91703,n5,f
noun-b0463_f_4417,noun-4,91702,n1,f
noun-b0464_m_4418,noun-1,91704,n3,m
noun-b0467_f_4419,noun-4,91707,n1e,f
noun-b0469_f_4420,noun-0,91709,n3,f
noun-b0470_m_4421,noun-1,91710,n3,m
noun-b0471_f_4422,noun-3,91711,n3,f
noun-b0472_f_4423,noun-4,91712,n1,f
noun-b0472_n_4424,noun-12,91713,n2n,n
noun-b0472_n_4425,noun-7,91713,n2n,n
noun-b0475_f_4426,noun-0,91716,n3,f
noun-b0476_f_4427,noun-4,91717,n1,f
noun-b0478_m_4428,noun-0,91719,n3,m
noun-b0480_f_4429,noun-4,91721,n1,f
noun-b0480_f_4430,noun-4,91721,n1,f
noun-b0481_4431,noun-25,91722,n2e,f;m
noun-b0481_4432,noun-2,91722,n2e,f;m
noun-b0482_f_4435,noun-4,91724,n1,f
noun-b0484_m_4436,noun-13,91726,n2,m
noun-b0484_m_4437,noun-2,91726,n2,m
noun-b0488_f_4438,noun-1,91730,n3,f
