flexeme_id,inflection_class,lila_id_lemma,hasInflectionType,gender
noun-p2151_m_24587,noun-13,117938,n2,m
noun-p2151_m_24588,noun-2,117938,n2,m
noun-p2153_f_24589,noun-4,117940,n1,f
noun-p2154_m_24590,noun-16,117941,n3,m
noun-p2154_m_24591,noun-17,117941,n3,m
noun-p2155_m_24592,noun-2,117942,n2,m
noun-p2156_m_24593,noun-18,117943,n4,m
noun-p2160_m_24594,noun-2,117947,n2,m
noun-p2161_f_24595,noun-4,117948,n1,f
noun-p2161_f_24596,noun-4,117948,n1,f
noun-p2162_m_24597,noun-0,117949,n3,m
noun-p2163_m_24598,noun-25,117950,n2e,m
noun-p2164_n_24599,noun-24,117951,n2ne,n
noun-p2166_m_24600,noun-25,117953,n2e,m
noun-p2169_f_24601,noun-4,117956,n1,f
noun-p2170_f_24602,noun-0,117957,n3,f
noun-p2171_m_24603,noun-2,117958,n2e,m
noun-p2171_n_24604,noun-7,117959,n2ne,n
noun-p2173_m_24605,noun-1,117962,n3,m
noun-p2176_n_24606,noun-7,117965,n2n,n
noun-p2176_n_24607,noun-7,117965,n2n,n
noun-p2178_f_24608,noun-4,117967,n1,f
noun-p2179_n_24609,noun-12,117968,n2n,n
noun-p2179_n_24610,noun-7,117968,n2n,n
noun-p2181_m_24611,noun-13,117970,n2,m
noun-p2181_m_24612,noun-2,117970,n2,m
noun-p2181_m_24613,noun-13,117970,n2,m
noun-p2181_m_24614,noun-2,117970,n2,m
noun-p2183_f_24615,noun-4,117972,n1,f
noun-p2183_n_24616,noun-7,117973,n2n,n
noun-p2183_n_24617,noun-7,117973,n2n,n
noun-p2184_f_24618,noun-3,117974,n3,f
noun-p2185_f_24619,noun-4,117975,n1,f
noun-p2186_n_24620,noun-33,117976,n2ne,n
noun-p2187_f_24621,noun-4,117977,n1,f
noun-p2188_n_24622,noun-12,117978,n2n,n
noun-p2188_n_24623,noun-7,117978,n2n,n
noun-p2189_m_24624,noun-2,117979,n2,m
noun-p2190_m_24625,noun-35,117980,n1e,m
noun-p2191_m_24626,noun-2,117981,n2,m
noun-p2193_n_24627,noun-12,117983,n2n,n
noun-p2193_n_24628,noun-7,117983,n2n,n
noun-p2194_n_24629,noun-7,117984,n2n,n
noun-p2194_n_24630,noun-7,117984,n2n,n
noun-p2195_n_24631,noun-12,117985,n2n,n
noun-p2195_n_24632,noun-7,117985,n2n,n
noun-p2197_f_24633,noun-4,117987,n1,f
noun-p2198_f_24634,noun-4,117988,n1,f
noun-p2200_m_24635,noun-2,117990,n2,m
noun-p2201_n_24636,noun-24,117991,n2ne,n
noun-p2202_f_24637,noun-4,117992,n1e,f
noun-p2202_f_24638,noun-34,117992,n1e,f
noun-p2203_m_24639,noun-27,117993,n3e,m
noun-p2203_m_24640,noun-44,117993,n3e,m
noun-p2203_m_24641,noun-43,117993,n3e,m
noun-p2203_m_24642,noun-1,117993,n3e,m
noun-p2204_f_24643,noun-30,117994,n3e,f
noun-p2204_f_24644,noun-31,117994,n3e,f
noun-p2204_f_24645,noun-32,117994,n3e,f
noun-p2204_f_24646,noun-16,117994,n3e,f
noun-p2205_f_24647,noun-4,117995,n1,f
noun-p2207_f_24648,noun-3,117999,n3,f
noun-p2209_f_24649,noun-6,118001,n3,f
noun-p2210_n_24650,noun-9,118002,n3n,n
noun-p2211_n_24651,noun-7,118003,n2n,n
noun-p2212_f_24652,noun-0,118004,n3,f
noun-p2214_f_24653,noun-3,118006,n3,f
noun-p2215_f_24654,noun-4,118007,n1,f
noun-p2216_m_24655,noun-13,118008,n2,m
noun-p2216_m_24656,noun-2,118008,n2,m
noun-p2217_f_24657,noun-4,118009,n1,f
noun-p2220_f_24658,noun-6,118012,n3,f
noun-p2223_f_24659,noun-4,118016,n1,f
noun-p2224_f_24660,noun-0,118017,n3,f
noun-p2225_f_24661,noun-20,118018,n3,f
noun-p2228_m_24662,noun-1,118021,n3,m
noun-p2229_f_24663,noun-4,118022,n1,f
noun-p2230_f_24664,noun-4,118023,n1,f
noun-p2232_m_24665,noun-2,118025,n2,m
noun-p2232_m_24666,noun-2,118025,n2,m
noun-p2233_f_24667,noun-4,118026,n1,f
noun-p2234_f_24668,noun-4,118027,n1,f
noun-p2234_m_24669,noun-13,118028,n2,m
noun-p2234_m_24670,noun-2,118028,n2,m
noun-p2235_m_24671,noun-1,118029,n3,m
noun-p2239_m_24672,noun-28,118033,n1e,m
noun-p2239_m_24673,noun-4,118033,n1e,m
noun-p2240_n_24674,noun-12,118034,n2n,n
noun-p2240_n_24675,noun-7,118034,n2n,n
noun-p2243_f_24676,noun-4,118037,n1,f
noun-p2244_f_24677,noun-4,118038,n1,f
noun-p2244_f_24678,noun-4,118038,n1,f
noun-p2245_f_24679,noun-4,118039,n1,f
noun-p2247_m_24680,noun-19,118042,n2,m
noun-p2247_m_24681,noun-2,118042,n2,m
noun-p2247_m_24682,noun-19,118042,n2,m
noun-p2249_f_24683,noun-4,118045,n1,f
noun-p2250_n_24684,noun-75,118046,n3n,n
noun-p2250_n_24685,noun-75,118046,n3n,n
noun-p2252_m_24686,noun-6,118049,n3,m
noun-p2252_m_24687,noun-4,118048,n1,m
noun-p2253_m_24688,noun-13,118050,n2,m
noun-p2253_m_24689,noun-2,118050,n2,m
noun-p2254_f_24690,noun-4,118052,n1,f
noun-p2256_m_24691,noun-1,118054,n3,m
noun-p2257_m_24692,noun-2,118055,n2,m
noun-p2259_m_24693,noun-21,118057,n3,m
noun-p2259_m_24694,noun-20,118057,n3,m
noun-p2260_f_24695,noun-6,118058,n3,f
noun-p2261_m_24696,noun-2,118059,n2,m
noun-p2261_m_24697,noun-2,118059,n2,m
noun-p2262_f_24698,noun-8,118060,n3,f
noun-p2264_f_24699,noun-4,118062,n1,f
noun-p2265_f_24700,noun-8,118063,n3,f
noun-p2266_n_24701,noun-14,118065,n3n,n
noun-p2267_n_24702,noun-12,118066,n2n,n
noun-p2267_n_24703,noun-7,118066,n2n,n
noun-p2267_n_24704,noun-14,118067,n3n,n
noun-p2268_f_24705,noun-0,118068,n3,f
noun-p2269_m_24706,noun-1,118070,n3,m
noun-p2269_n_24707,noun-12,118069,n2n,n
noun-p2269_n_24708,noun-7,118069,n2n,n
noun-p2270_f_24709,noun-4,118071,n1,f
noun-p2273_f_24710,noun-4,118075,n1,f
noun-p2273_n_24711,noun-7,118076,n2n,n
noun-p2274_f_24712,noun-30,118077,n3e,f
noun-p2274_f_24713,noun-31,118077,n3e,f
noun-p2274_f_24714,noun-32,118077,n3e,f
noun-p2274_f_24715,noun-16,118077,n3e,f
noun-p2275_f_24716,noun-4,118078,n1,f
noun-p2275_n_24717,noun-5,118079,n3n,n
noun-p2276_f_24718,noun-0,118080,n3,f
noun-p2277_m_24719,noun-1,118081,n3,m
noun-p2280_m_24720,noun-28,118084,n1e,m
noun-p2280_m_24721,noun-29,118084,n1e,m
noun-p2281_m_24722,noun-1,118085,n3,m
noun-p2282_f_24723,noun-4,118087,n1e,f
noun-p2282_f_24724,noun-34,118087,n1e,f
noun-p2282_m_24725,noun-2,118088,n2,m
noun-p2286_f_24726,noun-4,118092,n1,f
noun-p2288_m_24727,noun-28,118094,n1e,m
noun-p2288_m_24728,noun-4,118094,n1e,m
noun-p2289_m_24729,noun-27,118095,n3e,m
noun-p2289_m_24730,noun-44,118095,n3e,m
noun-p2289_m_24731,noun-43,118095,n3e,m
noun-p2289_m_24732,noun-1,118095,n3e,m
noun-p2290_f_24733,noun-2,118096,n2,f
noun-p2291_f_24734,noun-4,118097,n1,f
noun-p2291_f_24735,noun-4,118097,n1,f
noun-p2291_f_24736,noun-4,118097,n1,f
noun-p2292_f_24737,noun-4,118098,n1,f
noun-p2293_f_24738,noun-34,118100,n1e,f
noun-p2295_m_24739,noun-2,118102,n2,m
noun-p2296_f_24740,noun-16,118103,n3,f
noun-p2296_f_24741,noun-17,118103,n3,f
noun-p2297_n_24742,noun-24,118105,n2ne,n
noun-p2298_n_24743,noun-24,118107,n2ne,n
noun-p2301_n_24744,noun-7,118111,n2n,n
noun-p2304_m_24745,noun-1,118114,n3,m
noun-p2304_m_24746,noun-1,118114,n3,m
noun-p2308_f_24747,noun-3,118118,n3,f
noun-p2310_f_24748,noun-4,118120,n1,f
noun-p2311_f_24749,noun-4,118121,n1,f
noun-p2311_f_24750,noun-4,118121,n1,f
noun-p2312_m_24751,noun-13,118123,n2,m
noun-p2312_m_24752,noun-2,118123,n2,m
noun-p2313_m_24753,noun-4,118124,n1,m
noun-p2314_f_24754,noun-4,118125,n1,f
noun-p2314_f_24755,noun-4,118125,n1,f
noun-p2315_f_24756,noun-6,118126,n3,f
noun-p2315_f_24757,noun-6,118126,n3,f
noun-p2316_m_24758,noun-2,118127,n2,m
noun-p2316_m_24759,noun-2,118127,n2,m
noun-p2316_m_24760,noun-2,118127,n2,m
noun-p2317_f_24761,noun-4,118128,n1,f
noun-p2324_n_24762,noun-7,118135,n2n,n
noun-p2325_n_24763,noun-9,118136,n3n,n
noun-p2327_n_24764,noun-12,118138,n2n,n
noun-p2327_n_24765,noun-7,118138,n2n,n
noun-p2329_f_24766,noun-6,118140,n3,f
noun-p2330_f_24767,noun-8,118141,n3,f
noun-p2331_f_24768,noun-4,118142,n1,f
noun-p2331_f_24769,noun-4,118142,n1,f
noun-p2334_m_24770,noun-25,118145,n2e,m
noun-p2335_n_24771,noun-5,118146,n3n,n
noun-p2336_m_24772,noun-13,118147,n2,m
noun-p2336_m_24773,noun-2,118147,n2,m
noun-p2339_n_24774,noun-24,118150,n2ne,n
noun-p2341_f_24775,noun-20,118152,n3,f
noun-p2342_m_24776,noun-11,118154,n2,m
noun-p2343_f_24777,noun-20,118155,n3,f
noun-p2346_f_24778,noun-4,118158,n1,f
noun-p2349_f_24779,noun-20,118161,n3e,f
noun-p2349_f_24780,noun-21,118161,n3e,f
noun-p2350_n_24781,noun-12,118162,n2n,n
noun-p2350_n_24782,noun-7,118162,n2n,n
noun-p2351_f_24783,noun-25,118163,n2e,f
noun-p2351_f_24784,noun-2,118163,n2e,f
noun-p2353_f_24785,noun-4,118165,n1,f
noun-p2353_f_24786,noun-4,118165,n1,f
noun-p2354_f_24787,noun-34,118166,n1e,f
noun-p2355_m_24788,noun-25,118167,n2e,m
noun-p2358_n_24789,noun-7,118171,n2n,n
noun-p2359_f_24790,noun-0,118172,n3,f
noun-p2360_m_24791,noun-1,118173,n3,m
noun-p2362_n_24792,noun-7,118175,n2n,n
noun-p2364_n_24793,noun-7,118177,n2n,n
noun-p2364_n_24794,noun-7,118177,n2n,n
noun-p2365_f_24795,noun-4,118178,n1,f
noun-p2366_n_24796,noun-12,118179,n2n,n
noun-p2366_n_24797,noun-7,118179,n2n,n
noun-p2368_m_24798,noun-13,118182,n2,m
noun-p2368_m_24799,noun-2,118182,n2,m
noun-p2369_n_24800,noun-72,118184,n3n,n
noun-p2370_m_24801,noun-1,118185,n3,m
noun-p2371_f_24802,noun-8,118186,n3,f
noun-p2373_f_24803,noun-4,118189,n1,f
noun-p2373_n_24804,noun-7,118190,n2n,n
noun-p2376_n_24805,noun-7,118193,n2n,n
noun-p2380_f_24806,noun-4,118198,n1,f
noun-p2383_f_24807,noun-4,118201,n1,f
noun-p2385_m_24808,noun-1,118203,n3,m
noun-p2387_f_24809,noun-6,118205,n3,f
noun-p2388_n_24810,noun-7,118207,n2n,n
noun-p2389_n_24811,noun-128,118209,n7p,n
noun-p2389_n_24812,noun-60,118209,n7p,n
noun-p2389_n_24813,noun-206,118209,n7p,n
noun-p2389_n_24814,noun-207,118209,n7p,n
noun-p2397_m_24815,noun-2,118217,n2,m
noun-p2398_n_24816,noun-7,118219,n2n,n
noun-p2399_n_24817,noun-7,118220,n2n,n
noun-p2401_m_24818,noun-2,118222,n2e,m
noun-p2401_n_24819,noun-7,118223,n2ne,n
noun-p2403_m_24820,noun-1,118225,n3,m
noun-p2404_f_24821,noun-42,118226,n1,f
noun-p2409_f_24822,noun-4,118232,n1,f
noun-p2409_n_24823,noun-12,118233,n2n,n
noun-p2409_n_24824,noun-7,118233,n2n,n
noun-p2411_m_24825,noun-2,118235,n2e,m
noun-p2412_f_24826,noun-20,118236,n3,f
noun-p2413_f_24827,noun-61,118237,n3e,f
noun-p2413_f_24828,noun-63,118237,n3e,f
noun-p2413_f_24829,noun-65,118237,n3e,f
noun-p2413_f_24830,noun-67,118237,n3e,f
noun-p2415_m_24831,noun-1,118239,n3,m
noun-p2416_n_24832,noun-7,118240,n2n,n
noun-p2419_n_24833,noun-7,118243,n2n,n
noun-p2419_n_24834,noun-7,118243,n2n,n
noun-p2420_f_24836,noun-4,118245,n1,f
noun-p2420_m_24835,noun-55,118246,n2,m
noun-p2422_m_24837,noun-11,118249,n2,m
noun-p2423_m_24838,noun-38,118250,n3,m
noun-p2423_m_24839,noun-16,118250,n3,m
noun-p2423_m_24840,noun-39,118250,n3,m
noun-p2423_m_24841,noun-17,118250,n3,m
noun-p2424_m_24842,noun-53,118251,n3,m
noun-p2425_f_24843,noun-4,118252,n1,f
noun-p2428_f_24844,noun-0,118255,n3,f
noun-p2430_m_24845,noun-2,118258,n2,m
noun-p2431_m_24846,noun-13,118259,n2,m
noun-p2431_m_24847,noun-2,118259,n2,m
noun-p2431_n_24848,noun-12,118260,n2n,n
noun-p2431_n_24849,noun-7,118260,n2n,n
noun-p2432_n_24850,noun-69,118261,n3ne,n
noun-p2432_n_24851,noun-5,118261,n3ne,n
noun-p2433_n_24852,noun-12,118262,n2n,n
noun-p2433_n_24853,noun-7,118262,n2n,n
noun-p2434_f_24854,noun-4,118263,n1,f
noun-p2437_f_24855,noun-30,118266,n3e,f
noun-p2437_f_24856,noun-31,118266,n3e,f
noun-p2437_f_24857,noun-32,118266,n3e,f
noun-p2437_f_24858,noun-16,118266,n3e,f
noun-p2438_m_24859,noun-28,118267,n1e,m
noun-p2438_m_24860,noun-4,118267,n1e,m
noun-p2439_n_24861,noun-7,118268,n2n,n
noun-p2440_m_24862,noun-2,118269,n2,m
noun-p2440_m_24863,noun-2,118269,n2,m
noun-p2440_m_24864,noun-2,118269,n2,m
noun-p2442_f_24865,noun-4,118272,n1,f
noun-p2443_f_24866,noun-20,118273,n3e,f
noun-p2443_f_24867,noun-21,118273,n3e,f
noun-p2443_f_24868,noun-22,118273,n3e,f
noun-p2443_f_24869,noun-23,118273,n3e,f
noun-p2444_m_24870,noun-35,118274,n1e,m
noun-p2446_f_24871,noun-4,118276,n1,f
noun-p2447_f_24872,noun-4,118277,n1,f
noun-p2448_f_24873,noun-4,118278,n1,f
noun-p2448_f_24874,noun-4,118278,n1,f
noun-p2451_f_24875,noun-4,118281,n1e,f
noun-p2453_n_24876,noun-9,118283,n3n,n
noun-p2454_n_24877,noun-7,118284,n2n,n
noun-p2456_f_24878,noun-4,118286,n1e,f
noun-p2458_f_24879,noun-0,118288,n3,f
noun-p2459_f_24880,noun-4,118289,n1,f
noun-p2460_m_24881,noun-1,118290,n3,m
noun-p2461_n_24882,noun-24,118291,n2ne,n
noun-p2461_n_24883,noun-7,118291,n2ne,n
noun-p2462_24884,noun-9,118292,n3e,f;m
noun-p2462_24885,noun-138,118292,n3e,f;m
noun-p2462_24886,noun-180,118292,n3e,f;m
noun-p2462_24887,noun-137,118292,n3e,f;m
noun-p2464_m_24892,noun-53,118294,n3,m
noun-p2467_f_24893,noun-0,118298,n3,f
noun-p2468_f_24894,noun-3,118299,n3,f
noun-p2471_m_24895,noun-11,118303,n2,m
noun-p2471_m_24896,noun-11,118303,n2,m
noun-p2472_m_24897,noun-1,118304,n3,m
noun-p2472_m_24898,noun-1,118304,n3,m
noun-p2475_m_24899,noun-0,118307,n3,m
noun-p2475_m_24900,noun-0,118307,n3,m
noun-p2478_f_24901,noun-6,118310,n3,f
noun-p2480_f_24902,noun-0,118313,n3,f
noun-p2481_f_24903,noun-3,118314,n3,f
noun-p2484_n_24904,noun-7,118317,n2n,n
noun-p2484_n_24905,noun-7,118317,n2n,n
noun-p2484_n_24906,noun-7,118317,n2n,n
noun-p2485_m_24907,noun-2,118318,n2e,m
noun-p2486_m_24908,noun-25,118319,n2e,m
noun-p2487_n_24909,noun-24,118320,n2ne,n
noun-p2488_n_24910,noun-7,118321,n2n,n
noun-p2489_n_24911,noun-12,118322,n2n,n
noun-p2489_n_24912,noun-7,118322,n2n,n
noun-p2491_m_24913,noun-28,118324,n1e,m
noun-p2491_m_24914,noun-29,118324,n1e,m
noun-p2492_f_24915,noun-25,118325,n2e,f
noun-p2494_n_24916,noun-24,118327,n2ne,n
noun-p2495_f_24917,noun-4,118328,n1,f
noun-p2496_f_24918,noun-4,118329,n1,f
noun-p2497_f_24919,noun-2,118331,n2,f
noun-p2497_f_24920,noun-4,118330,n1,f
noun-p2497_f_24921,noun-4,118330,n1,f
noun-p2497_n_24922,noun-12,118332,n2n,n
noun-p2497_n_24923,noun-7,118332,n2n,n
noun-p2498_f_24925,noun-25,118333,n2e,f
noun-p2498_n_24924,noun-24,118334,n2ne,n
noun-p2501_n_24926,noun-7,118338,n2n,n
noun-p2501_n_24927,noun-12,118338,n2n,n
noun-p2501_n_24928,noun-7,118338,n2n,n
noun-p2503_m_24929,noun-1,118341,n3,m
noun-p2505_n_24930,noun-33,118343,n2n,n
noun-p2506_m_24931,noun-13,118345,n2,m
noun-p2506_m_24932,noun-2,118345,n2,m
noun-p2507_n_24933,noun-7,118347,n2n,n
noun-p2508_f_24934,noun-25,118349,n2e,f
noun-p2509_n_24935,noun-24,118350,n2ne,n
noun-p2510_f_24936,noun-25,118352,n2e,f
noun-p2511_m_24937,noun-2,118354,n2,m
noun-p2512_n_24938,noun-24,118355,n2ne,n
noun-p2515_n_24939,noun-24,118358,n2ne,n
noun-p2516_n_24940,noun-33,118359,n2n,n
noun-p2517_m_24941,noun-2,118360,n2,m
noun-p2517_m_24942,noun-2,118360,n2,m
noun-p2518_n_24943,noun-24,118362,n2ne,n
noun-p2518_n_24944,noun-24,118362,n2ne,n
noun-p2519_f_24945,noun-4,118363,n1,f
noun-p2521_n_24946,noun-5,118365,n3n,n
noun-p2522_n_24947,noun-24,118366,n2ne,n
noun-p2524_f_24948,noun-98,118369,n3e,f
noun-p2524_f_24949,noun-99,118369,n3e,f
noun-p2524_f_24950,noun-100,118369,n3e,f
noun-p2524_f_24951,noun-101,118369,n3e,f
noun-p2524_n_24952,noun-24,118368,n2ne,n
noun-p2526_f_24953,noun-25,118371,n2e,f
noun-p2527_n_24954,noun-7,118372,n2n,n
noun-p2528_m_24955,noun-13,118374,n2,m
noun-p2528_m_24956,noun-2,118374,n2,m
noun-p2528_n_24957,noun-12,118375,n2n,n
noun-p2528_n_24958,noun-7,118375,n2n,n
noun-p2529_f_24959,noun-0,118376,n3,f
noun-p2530_n_24960,noun-12,118377,n2n,n
noun-p2530_n_24961,noun-7,118377,n2n,n
noun-p2530_n_24962,noun-12,118377,n2n,n
noun-p2530_n_24963,noun-7,118377,n2n,n
noun-p2530_n_24964,noun-12,118377,n2n,n
noun-p2530_n_24965,noun-7,118377,n2n,n
noun-p2530_n_24966,noun-12,118377,n2n,n
noun-p2530_n_24967,noun-7,118377,n2n,n
noun-p2531_n_24968,noun-7,118378,n2n,n
noun-p2532_f_24969,noun-42,118380,n1,f
noun-p2534_f_24970,noun-4,118382,n1,f
noun-p2536_f_24971,noun-6,118384,n3,f
noun-p2540_n_24972,noun-7,118388,n2n,n
noun-p2541_f_24973,noun-61,118389,n3,f
noun-p2543_m_24974,noun-25,118391,n2e,m
noun-p2543_m_24975,noun-2,118391,n2e,m
noun-p2546_f_24976,noun-2,118394,n2e,f
noun-p2546_n_24977,noun-7,118395,n2ne,n
noun-p2547_n_24978,noun-7,118396,n2n,n
noun-p2549_m_24979,noun-13,118398,n2,m
noun-p2549_m_24980,noun-2,118398,n2,m
noun-p2549_n_24981,noun-12,118399,n2n,n
noun-p2549_n_24982,noun-7,118399,n2n,n
noun-p2551_f_24983,noun-0,118401,n3,f
noun-p2552_m_24984,noun-1,118403,n3,m
noun-p2552_n_24985,noun-12,118402,n2n,n
noun-p2552_n_24986,noun-7,118402,n2n,n
noun-p2553_n_24987,noun-7,118404,n2n,n
noun-p2554_f_24988,noun-6,118405,n3,f
noun-p2557_n_24989,noun-7,118408,n2n,n
noun-p2559_n_24990,noun-45,118410,n3n,n
noun-p2560_n_24991,noun-7,118411,n2n,n
noun-p2563_m_24992,noun-84,118415,n3,m
noun-p2563_m_24993,noun-46,118415,n3,m
noun-p2564_m_24994,noun-13,118416,n2,m
noun-p2564_m_24995,noun-2,118416,n2,m
noun-p2565_m_24996,noun-2,118417,n2,m
noun-p2566_m_24997,noun-53,118418,n3,m
noun-p2566_m_24998,noun-53,118418,n3,m
noun-p2566_m_24999,noun-53,118418,n3,m
noun-p2568_m_25000,noun-18,118420,n4,m
noun-p2569_m_25001,noun-10,118422,n2,m
noun-p2569_m_25002,noun-11,118422,n2,m
noun-p2569_n_25003,noun-12,118423,n2n,n
noun-p2569_n_25004,noun-7,118423,n2n,n
noun-p2573_m_25005,noun-0,118427,n3,m
noun-p2574_n_25006,noun-12,118428,n2n,n
noun-p2574_n_25007,noun-7,118428,n2n,n
noun-p2575_m_25008,noun-2,118429,n2,m
noun-p2576_m_25009,noun-4,118430,n1,m
noun-p2577_n_25010,noun-7,118431,n2n,n
noun-p2578_m_25011,noun-2,118432,n2,m
noun-p2579_f_25012,noun-4,118433,n1,f
noun-p2581_f_25013,noun-4,118435,n1,f
noun-p2581_m_25014,noun-13,118436,n2,m
noun-p2581_m_25015,noun-2,118436,n2,m
noun-p2582_m_25016,noun-1,118437,n3,m
noun-p2583_m_25017,noun-0,118438,n3,m
noun-p2585_m_25018,noun-74,118440,n3,m
noun-p2586_n_25019,noun-33,118441,n2n,n
noun-p2586_n_25020,noun-33,118441,n2n,n
noun-p2587_m_25021,noun-2,118442,n2,m
noun-p2587_n_25022,noun-5,118443,n3n,n
noun-p2588_m_25023,noun-69,118444,n3e,m
noun-p2588_m_25024,noun-70,118444,n3e,m
noun-p2588_m_25025,noun-71,118444,n3e,m
noun-p2588_m_25026,noun-5,118444,n3e,m
noun-p2593_f_25027,noun-6,118449,n3,f
noun-p2595_f_25028,noun-0,118451,n3,f
noun-p2596_m_25029,noun-1,118452,n3,m
noun-p2597_f_25030,noun-3,118453,n3,f
noun-p2603_n_25031,noun-7,118460,n2n,n
noun-p2604_f_25032,noun-6,118461,n3,f
noun-p2606_m_25033,noun-2,118463,n2,m
noun-p2606_m_25034,noun-2,118464,n2e,m
noun-p2606_m_25035,noun-2,118463,n2,m
noun-p2607_f_25036,noun-4,118465,n1,f
noun-p2609_n_25037,noun-7,118467,n2n,n
noun-p2612_m_25038,noun-0,118470,n3,m
noun-p2613_m_25039,noun-2,118471,n2,m
noun-p2614_m_25040,noun-18,118472,n4,m
noun-p2616_f_25041,noun-4,118474,n1,f
noun-p2617_f_25042,noun-4,118475,n1,f
noun-p2617_f_25043,noun-4,118475,n1,f
noun-p2618_f_25044,noun-4,118476,n1,f
noun-p2620_m_25045,noun-13,118478,n2,m
noun-p2620_m_25046,noun-2,118478,n2,m
noun-p2620_n_25047,noun-12,118479,n2n,n
noun-p2620_n_25048,noun-7,118479,n2n,n
noun-p2621_f_25049,noun-4,118481,n1,f
noun-p2621_n_25050,noun-7,118482,n2n,n
noun-p2622_f_25051,noun-4,118483,n1,f
noun-p2623_f_25052,noun-0,118484,n3,f
noun-p2624_m_25053,noun-1,118485,n3,m
noun-p2625_n_25054,noun-7,118486,n2n,n
noun-p2626_m_25055,noun-2,118487,n2,m
noun-p2627_f_25057,noun-4,118488,n1,f
noun-p2627_m_25056,noun-2,118489,n2,m
noun-p2629_n_25058,noun-5,118491,n3n,n
noun-p2631_m_25059,noun-0,118493,n3,m
noun-p2632_m_25060,noun-28,118494,n1e,m
noun-p2632_m_25061,noun-29,118494,n1e,m
noun-p2632_m_25062,noun-28,118494,n1e,m
noun-p2632_m_25063,noun-29,118494,n1e,m
noun-p2634_f_25064,noun-0,118496,n3,f
noun-p2639_f_25065,noun-2,118501,n2,f
noun-p2640_f_25066,noun-8,118502,n3,f
noun-p2641_f_25067,noun-4,118503,n1,f
noun-p2644_m_25068,noun-2,118506,n2e,m
noun-p2644_n_25069,noun-7,118507,n2ne,n
noun-p2645_f_25070,noun-4,118508,n1e,f
noun-p2647_m_25071,noun-13,118510,n2,m
noun-p2647_m_25072,noun-2,118510,n2,m
noun-p2648_f_25073,noun-0,118511,n3,f
noun-p2649_f_25075,noun-4,118513,n1,f
noun-p2649_m_25074,noun-1,118514,n3,m
noun-p2650_n_25076,noun-7,118515,n2n,n
noun-p2651_f_25077,noun-3,118516,n3,f
noun-p2652_f_25078,noun-4,118517,n1,f
noun-p2656_n_25079,noun-12,118521,n2n,n
noun-p2656_n_25080,noun-7,118521,n2n,n
noun-p2658_f_25081,noun-18,118524,n4,f
noun-p2658_f_25082,noun-53,118523,n3,f
noun-p2659_m_25083,noun-2,118525,n2,m
noun-p2660_m_25084,noun-2,118526,n2e,m
noun-p2661_m_25085,noun-25,118527,n2e,m
noun-p2662_f_25086,noun-0,118528,n3,f
noun-p2663_f_25087,noun-2,118530,n2,f
noun-p2663_f_25088,noun-4,118529,n1,f
noun-p2664_f_25089,noun-4,118531,n1,f
noun-p2665_f_25090,noun-0,118532,n3,f
noun-p2665_f_25091,noun-0,118532,n3,f
noun-p2667_m_25092,noun-2,118534,n2,m
noun-p2668_m_25093,noun-1,118537,n3,m
noun-p2668_n_25094,noun-12,118536,n2n,n
noun-p2668_n_25095,noun-7,118536,n2n,n
noun-p2669_m_25096,noun-2,118538,n2,m
noun-p2670_f_25097,noun-4,118539,n1,f
noun-p2672_n_25098,noun-12,118541,n2n,n
noun-p2672_n_25099,noun-7,118541,n2n,n
noun-p2673_f_25100,noun-4,118542,n1,f
noun-p2674_f_25101,noun-4,118543,n1,f
noun-p2674_f_25102,noun-4,118543,n1,f
noun-p2676_m_25103,noun-18,118545,n4,m
noun-p2677_m_25104,noun-2,118546,n2,m
noun-p2678_f_25105,noun-4,118547,n1,f
noun-p2678_f_25106,noun-4,118547,n1,f
noun-p2679_n_25107,noun-12,118548,n2n,n
noun-p2679_n_25108,noun-7,118548,n2n,n
noun-p2682_f_25109,noun-4,118551,n1,f
noun-p2683_f_25110,noun-4,118552,n1,f
noun-p2683_f_25111,noun-4,118552,n1,f
noun-p2683_f_25112,noun-4,118552,n1,f
noun-p2683_f_25113,noun-4,118552,n1,f
noun-p2683_f_25114,noun-4,118552,n1,f
noun-p2683_f_25115,noun-4,118552,n1,f
noun-p2684_f_25116,noun-0,118553,n3,f
noun-p2685_n_25117,noun-7,118555,n2n,n
noun-p2686_m_25118,noun-1,118556,n3,m
noun-p2687_f_25119,noun-0,118557,n3,f
noun-p2688_f_25120,noun-4,118558,n1,f
noun-p2690_m_25121,noun-1,118561,n3,m
noun-p2692_f_25122,noun-3,118563,n3,f
noun-p2693_n_25123,noun-72,118565,n3n,n
noun-p2694_f_25124,noun-6,118566,n3,f
noun-p2698_f_25125,noun-4,118570,n1,f
noun-p2699_m_25126,noun-18,118571,n4,m
noun-p2704_f_25127,noun-4,118577,n1,f
noun-p2706_n_25128,noun-7,118579,n2n,n
noun-p2707_m_25129,noun-2,118580,n2,m
noun-p2707_m_25130,noun-2,118580,n2,m
noun-p2709_f_25131,noun-6,118582,n3,f
noun-p2711_f_25132,noun-4,118584,n1,f
noun-p2712_m_25133,noun-11,118585,n2,m
noun-p2712_m_25134,noun-10,118585,n2,m
noun-p2712_m_25135,noun-11,118585,n2,m
noun-p2713_n_25136,noun-7,118586,n2n,n
noun-p2715_n_25137,noun-7,118589,n2n,n
